,text,sentiment
2412,collab sama reza arap,netral
2413,collabs sama babang gore sabi nih wkwkwk,netral
2414,collabs sama qorygore bangg wokwok,netral
2415,coly sehari brapa kali,netral
2416,come on dora,netral
2417,coment coment nya orang orang tololl yang sirik sama kesuksesan lu bang ericko lim haha dasar anak tololl kontol anjing semua yang coment nya gituh,negatif
2418,coment hate bgtuan pasti para pendukung wowo yg otak nya kayak coment hate kontol tolol lo semua ajg ambil baiknya ppk itu hanya hiburan baperan bgt ngtd,negatif
2419,coment ke tod,netral
2420,comment baik bukan biasa tidak,positif
2421,comment hate buat orang yang iri sama lo,netral
2422,comment hatersnya pedes semua bgst wkwkwk serasa makan geprek lv,netral
2423,comment hatter buat lebih baik kapan,positif
2424,comment para kontol di baca v,negatif
2425,comment pertama aku pernah liat njir kan kamu rik,netral
2426,commentnya gk hate tpi toxic toxic adalah persahabatan indonesia v,netral
2427,commentnya tolol tolol tu bocah bocah kontol,negatif
2428,content ini mengajarkan kita bahwa haters ada guna nya,netral
2429,content suka aku haters mah bisa bacot jelas mungkin haters tau bukan era dulu pokok aku suka channel agama terfamily friendly ini,negatif
2430,contentlu slalu ngehibur apa topik maju terus bang jan dilemesin,netral
2431,contoh komenan yg mencerminkan org beragama,netral
2432,cringe cringe v,netral
2433,crown gaming opo cok,netral
2434,cuk kontol kamu gede yah g penting aku tetap pada aja erick biar erick banyak duit wooo,negatif
2435,cukup bikin batasan umur yg boleh nntn aja rik,netral
2436,cukup ngakak ngakak kali cukup ngakak bang gw tau hatters tu penghasil duit tp,netral
2437,cukup paten,netral
2438,cukup tolol cukup wkwkwk,negatif
2439,cuma chanel kamu yg buat tertawa dosa jariyah buat,netral
2440,cuma channel aku jadi tambah goblok wkkwkw,netral
2441,cuma channel ini klo nonton perlu make headset wkwkwk,netral
2442,cuma di indonesia org pengen bnyk haters,netral
2443,cuma hibur kontol kamu suka usah mampir kesini goblok save erikontolim,netral
2444,cuma ilmu dunia yg aku ajar erick,netral
2445,cuma internet personality asli ini dia baik sekali anjing,netral
2446,cuma nanya kenal ngomong bangsat sama anjing lebih mutu yang kenal gara gara makan jembut ups maaf,negatif
2447,cuman channel hibur anggap serius ama orang ckckckck,netral
2448,cuman di sini haters jdi duit v,netral
2449,cuman ngasih tau sama lu kontol ,negatif
2450,cuman orang yang nonton vidio lo gak sampe abis atau nonton vidio lo cuman beberapa doang yg jadi hatters ericolim jadi blm tau batul karakter eric kayak gimana aslinya soal youtube rewind menurut aku itu adalah suatu karya terbesar ericolim dkk sa bahaya masa hal se simple ini anda tidak tau atau apakah benar di belakang layar anda bajingan juga ,netral
2451,cuman soapers doang yang nonton iklan erickontl,netral
2452,cuwekin aja bayangin aja setan,netral
2453,cuyyu saran aku iklan jangan tampilin,netral
2454,cyper cie ngegad,netral
2455,cyper gimana nemuinny,netral
2456,d,netral
2457,d alam kubur msh pinter aja kakek,netral
2458,d bang kalo gak lo buat chenal dual aaja bang yang ini meyebar vidio lo yang ngoomong kasar chenal satu ya yang berfaedah dari gua soluasi ya namabah subscribe,negatif
2459,d g a f jadi diri elo sendiri konten elu sangat ngehibur be a smart viewers aj jangan cuma comment negative channel orang dasar hatter punya malu,netral
2460,d video am real life itu beda boy ,netral
2461,dadi prayoga untung gua toxic cuma kolom komen chanel bangsat aja anjing gua asli orang bijak wkwkw biar si eriko rasa salah bikin orang jadi toxic salam toxic kontol,negatif
2462,dafuq,netral
2463,dagel,netral
2464,dah gue click x tombol subcribe nya bro,netral
2465,dah gw subsribe ,netral
2466,dah tau chanel bego tonton aja,netral
2467,dah triggered wkwkwk tapi gw tetep suka gaya lo bg asik banget,positif
2468,damn my nigga ngakak aing wkwkwk,netral
2469,damnntol kau chanel yt terfamily friendly i love u erik kontol lim no limit pros kontollos,negatif
2470,dan jangan lupa coli pake counter pain,netral
2471,dan jangan lupa subscribe channel saya kamu perlu ingat kalau aku ini dulunya selingkuhannya kamu kan,netral
2472,dan mulai detik ini para haters bermunculan bully bang eric gak jelas agar di baca coment nya terus di upload di youtbe nya bang eric kok ngakak sama haters ya yg baik mana yg engga ericko berkarya apa adanya juga real ga munafik main setting an,positif
2473,dan padahal gua subscribers erick lama dari dia main pb yang ketemu cit gabisa ke kick,netral
2474,dan sata terhibur,netral
2475,danang gaming liat aja ee dia yang ngetik dikomenannya makanya jangan ketinggalan nonton ga ada kuota ya,netral
2476,daniel halim ,netral
2477,daniel halim goblokk,netral
2478,dapet apa nih ajg nonton pertama,netral
2479,dapet duit banyak tapi banyak heaters mending hapus channel trus singkronnya dapet duit banyak heaters sama hapus channel dimana ajg  tolol tanpa asahan lagi k ya wajib,negatif
2480,dapet iklan detik pas aku pencet skip aku emg haters sejati kamu bang,netral
2481,dapet konten haters gud,netral
2482,dapet pacar victoria xd malah gk se toxic dulu bang,netral
2483,darawet anjing dawett,negatif
2484,darel davin bacot jing,netral
2485,dari dulu baru pertama kali ini gw baca komen komennya di chanel ini,netral
2486,dari dulu heathers sama follower lu gak ada beda nya anjing balik maen pb sama lol lagi ric,negatif
2487,dari nama nya aja udh keliatan kok lim,netral
2488,dari pada bacod mending mampir ke channel saya hehe,netral
2489,dari pada lu baca komen haters mending lu liat banci tailand bacol rik,netral
2490,dari pada lu ngadepin hatters ,netral
2491,dari semangat awal nya jadi sedih akhirnya,negatif
2492,dari semua yg lu bacain kelihatan bahwa ga satupun komen nya berbobot dan nampak idiotnya tu org pada yg ngehinalu otivasi bang hhe gw tau lu itu orang baik,netral
2493,daripada bacain komen haters ,netral
2494,dark content,netral
2495,dark noire emg agama ericko lim apa kalau tau,netral
2496,dasar anak haram,netral
2497,dasar anak pelacur mamak lo pelacur jalanan mana,netral
2498,dasar bangsat,negatif
2499,dasar benci ngentot,negatif
2500,dasar bocah kalau erick upload vidio ambil yang manfaat nya aja anjink kalau ada yang bilang kasar ga usah di dengenrin bangsat,negatif
2501,dasar bocah kontolll aduhhhore manusia sesama toxic,negatif
2502,dasar erickntl liat ericko melet gitu wkwk,netral
2503,dasar gblk kamu ngebully tapi kamu like video subscribe sumpah tlol kali cukup tlol tlol kali udan rambutny pirang in lg donk jd lbh bagus,positif
2504,dasar haters banyak bacot bisa apa aarna iri gabisa jdi jelek kamu,negatif
2505,dasar haters goblok,netral
2506,dasar haters goblok kalian yg ngebully erick kalian hina erick kalian yg benci mw dibully mw hina tolol sekali gua dukung erick,negatif
2507,dasar haters haters kontol bilang mati aja kamu kamu aja sono dasar bch bch kontol entot memek anak haram,negatif
2508,dasar haters haters kontolls jangan hiraukan manusia yang ngomong kgak jelas,negatif
2509,dasar haters haters tolol ngatain ericko tapi lo nonton konten dia bego anjink,negatif
2510,dasar haters kontol berisik kalian smua,negatif
2511,dasar haters kontoll,negatif
2512,dasar haters otak tai babi,netral
2513,dasar haters tolol hahahaha,negatif
2514,dasar hatter v,netral
2515,dasar heters gblk braninya cuma dari medsos doang,netral
2516,dasar idiot,netral
2517,dasar kamu anak manusia,netral
2518,dasar kontol,negatif
2519,dasar kontol kau bg,negatif
2520,dasar kucing kamu erick alat kelamin lelaki hewan kak empat yg suka mengonggong kamu dasar piggy kamu,positif
2521,dasar makan jembot,netral
2522,dasar makan jembut,netral
2523,dasar netihen maha kontol,negatif
2524,dasar netijen bar bar bisa hina karya kaga,netral
2525,dasar penyembh jembut assu,netral
2526,dasar sampah kamu erick kontol,negatif
2527,dasar umat goblok koment pedes lo ke si ericko lim itu gk ngaruh ke kehidupannya bodo jadi ya intinya lo ank gk guna tolol hehe,netral
2528,dasar utus teroria,netral
2529,dasar utus teroris,netral
2530,dasar yg komen jahat kaum pantat tipis upgrade pantat sana,netral
2531,dasssaar haters haterrrs laknat miskinn bajingannnn cuma bisa ngomong di sosmed mememek konnntoll nih hatters hatters miskin idioot konntoll mati aja kaliaannn hatttterss konntol,netral
2532,daylen goblok anjing,negatif
2533,daylen warpath,netral
2534,daylen x warpath,netral
2535,daypath tuh wkwkwkk,netral
2536,deadpool nya indonesia,netral
2537,dear ericko,netral
2538,dear ericko lim ,netral
2539,dear haters inget boyy ericko lim kamu bakal dewasa,netral
2540,dear haters suka gausah nonton anjing,netral
2541,dear haters usah nonton channel ericko lim usaha buat hibur orang so please stop bully noob bitch i like ericko lim,netral
2542,dear hatters kelean bilang ericko gpunya otak apa,netral
2543,dear hatters maknye erickontol kagak ngilu nglahirin die pling jijik doang goblok wkwkwkk kontol bajingan tp sebenarnya dia di dunia nyata adalah orang yg sama aja first time gua komen lo semoga dibaca lu mau dengerin saran gua yabagus kalo engga yakontol,netral
2544,dear mr ro,netral
2545,dede gaming wkwkw kek nembak cwe ga lewat sosmed ae wkwkw a lu bang,netral
2546,deidora the exploder haha subs baru harap maklum gan,netral
2547,deketin cwe ansos gmn coy,netral
2548,demen yang hate comment tolol murni beri tuhan wkwk this channel bring us happiness right btw if this channel give us negative thing we can decline it right just for fun,negatif
2549,dengan diss komen emg bisa ngubah seseorang gabisalah anjengggg semua juga punya hak masing mau gimana aja hak lu apaan emamg ngelarang larang orang semua orang beda beda makanya jgn cuma di analis orang itu tp kenali lah sampe tai nya bg udh kaya raja aja lu pada ngurus hidup org ky yg udah paling perfect aja,negatif
2550,dengar abang ini ngomong jadi ke ingat omongan guru gue kalo lo mau jadi pengusaha ngapain lo sekolah ngntd,netral
2551,dengerin kalau suka usah nonton anjing hahahahaah,netral
2552,depan kamera dan personal itu beda coy dia memang hobi buat video kaya tai tapi menghibur tp personalnya beda banget dari apa yg kalian pikir,netral
2553,depok mana mas,netral
2554,detik gua ngakak v,netral
2555,dgn konten lu hidup gw sedikit berwarna v,positif
2556,dhdh hanjur,netral
2557,dhea gomez wkwkwk emang jelek kimi hime,negatif
2558,di bacain comentnya ada liat vidio hahaa,netral
2559,di cepetin x kayak dj,netral
2560,di chanel ini kalian yang sok suci jangan nonton please untuk org yang kotor ky gw wajib nonton,negatif
2561,di channel ini toxic is wonderfull v kalo gak suka mah jangan ke channel paling familyfriendly v,positif
2562,di dalam hati mereka pasti triak seperti ini,netral
2563,di deket goggle play button itu muka siapa sih,netral
2564,di hujat di bully malah di jdiin motifasi lah ini baru di sindir ae delet chenel bgst,netral
2565,di hujat tambah kaya,netral
2566,di jalur yang benar,netral
2567,di kocak udah tau yg subs eric kebanyakan bocahhhh,netral
2568,di menit daylen bukan tuh hahaing bro,netral
2569,di menit dia berkata seperti itu karena ini kan channel pendidikan harus mendidik dan bermutu bukan sebaliknya menyimpang antara mendidik dan menyesatkan,netral
2570,di menit wkwkw ama alucar yang viscont,netral
2571,di paksain banget anjg menit  memek pantek gua enttot ibuk kau,netral
2572,di paksain menit kontol ong bang yang setuju like,negatif
2573,di sini ad haters yg nonton yah v,netral
2574,di sini kok komentar komentar bagus semua ya bingung gua,positif
2575,di sosmed aja bang yg berani ngehina kamu kalau ketemu minta foto,netral
2576,di tampar jamil hanafi aja di gpp,netral
2577,di thumbnail heaters cenel ,netral
2578,di tunggu botakkkkk nya jess aja udh botak masa lu blom rik,netral
2579,di video ini dpt disimpulkan bahwa orang yang bersikap tidak waras lebih bahagia daripada yang bersikap waras,positif
2580,di video ini jujur gk ada iklan yg gua skip anjing,netral
2581,di video video lu kaga pernah ada yang namanya give away,netral
2582,di vidio haters nya semua goblog anjg,netral
2583,dia bukan para soapers anjing makanya dia bacot doang,negatif
2584,dia canda dia kenal jessnolimit,netral
2585,dia cuma plagiat pink guy,netral
2586,dia emang janji,netral
2587,dia gk tahu apa apa tentang lu bang jfi dia itu sok tahu,netral
2588,dia kakak bowo tok tok,netral
2589,dia ngomong kotor dia jelek biarin napa turun cuma buat menghibur kok g lu suka salam soapers ngentodd,negatif
2590,dia tu ganteng tapi goblok,netral
2591,dia udah buat lu pada aja ga nyadar lagu hypocrite buat siapa hahaha,netral
2592,dibacotin haters di kata katain jadiin adsense ajaa v,netral
2593,dibacotin seneng,netral
2594,dibawa ngupi l aja bang,netral
2595,dibelakang erickolim di lemari disebelah kiri itu golden play button bukan,netral
2596,dibunuh kakashi,netral
2597,dickyahm mampus lu wkwk,netral
2598,didik banged yutub chenel ni buat aku jadi anak kontol bagus,netral
2599,die haters little bitch,netral
2600,diemin aja anak hasil condom bocor yang nge diss lo rick semangat terus buat konten yang berfaedah,netral
2601,diemin aja bang mereka juga kalo ketemu minta foto njing,netral
2602,dih bocah,netral
2603,dih eyesnya pas story kea beraer gitu mua konten bang erico lim,netral
2604,dih fans cihuahua awokaowakoak,netral
2605,dih kontol kamu chanel mending unsub,negatif
2606,dihh bocah anjinggg kamu aja ada sperma sok rad anjing gat dah ye rik moga moga banyak rezeki tambah banyak subscribers kamu biar nyusul channel ok semangat,negatif
2607,dikacangin hhmm,netral
2608,dikit dikit suruh hapus,netral
2609,dikuburan ada konter y mbah v,netral
2610,dilan pross v,netral
2611,diliat dari muka dan komen lu kayaknya lu ini penjaga warnet ya yg online terus,netral
2612,dimas oktovan ,netral
2613,dimaz gaming jangan gp lah mendingan full hd,netral
2614,dimenit itu orang gk ngerti soapers goblok,netral
2615,dingin gtuu,netral
2616,dirty drama lagi dong kontol,negatif
2617,disconnect free baca komentar sebelum lu komen botol gblk mereka ketawa karna teliti gk kek lu ajg,netral
2618,disconnect free baca sampai habis botol,netral
2619,disconnect free mana ada gblk,netral
2620,disini lu minta subribe ngemis tapi di chanell bang atta lu malah minta unsubcribe jadi mau lo apaan kontol,negatif
2621,disini masih afa soapers setian mana suara soapers,netral
2622,dislike,netral
2623,dislike aja coi doa gabutuh ngelike koment kya gini,netral
2624,dislike ke ,netral
2625,dislike ke yg rewaind selesai kasih gue ipad bang buat main pubgm,netral
2626,dislike pertaama bos like dah gk jaman,netral
2627,diss hater,netral
2628,diss haters rick,netral
2629,diss mantap njiiiiir ontolim pro,negatif
2630,distrack tidak menyelesaikan masalah,netral
2631,disubribe kok beli tolol tolol yg coment gitu mukalo kontol njing wkwkwk,negatif
2632,ditonton boleh,netral
2633,ditonton like dan komentar,netral
2634,ditonton likenya rb bangsat,negatif
2635,ditunggu desember,netral
2636,ditunggu konten ericko pinkguy lim lu rick,netral
2637,ditunggu ytr nyaaaaaa,netral
2638,djancok ,netral
2639,dlu w fans sama kamu gmail gua ku subscribe chanel kamu kelauan mu gin oke lah unsub lah kecewa,negatif
2640,dm w dong nih ig w dar haidarrrr,netral
2641,do human cake plizzzz,netral
2642,do more of what makes you happyone bring you down fuck all that negative shit about you,netral
2643,doain aku tahun depan ikut yt rewind amin emu caption kamu yg lgi curhat ntuh aku dpat motivasi kontol thanks erick kontol limun aku fans kamu sejak video kamu video yg didik aku prcaya stiap prbuatan ada hikmah lah kontol haters ericko itu seperti kontol kadal zimbabwe baca rick komen aku aku doain jt subscribe taun depan taun jga gapapa kalau brhasil jt subscribe cukur jembut livestream,negatif
2644,doi anak baik full logic tidak nyusahin orang karakter identitas maju terus bang erico lim buat hibur saat kerja lupa beban kerja sukses,positif
2645,doktrin chanel tolol bocah,negatif
2646,domak tingting josssssssss,netral
2647,doms dee ghost buster,netral
2648,don t give up rik,netral
2649,don t give upa ngatain lo jadinya cringe lo gak berhasil lo cuma maluin,positif
2650,don t judge a people by his video,netral
2651,dong,netral
2652,dong jangan ngejek ericko kasihan coba kalian ejek kaya pasti sedih memang pernah bilang suscriber haters baca komment dia bilang kasar kalian,negatif
2653,donk kurang puas,positif
2654,dont judge cover by its book,netral
2655,dosa lo semana la yah ngomong lo jorok trus emak bapak lo gk ngajarin yg bener napa,netral
2656,double tap subscribe,netral
2657,drama kamu anjing terima caci kok ngegas,negatif
2658,draw life lah masak jt subscribe kagak draw life,netral
2659,draw my life bang,netral
2660,draw my life donk bang,netral
2661,draw my life rick yg lama gambar dikomputer gajelas kontol isinya bucin doang,negatif
2662,drawmylife,netral
2663,dri pertama gw nonton ngakak ajr memek ngilu,netral
2664,du unsub gak papa kita masih subscribe kok,netral
2665,dua,netral
2666,dua tiga tutup botol mungka lo kek kontol,negatif
2667,duh haters nonton mayan kan nambah view dapet adsense,netral
2668,dukung el mana,netral
2669,dukung eric cuy,netral
2670,dukung erick kolim,netral
2671,dukung erickontlim rsis tvfilthyfrank,netral
2672,dukung mu n,netral
2673,dukung si toxic pd bangga sama makan tai papa dl makan tai wkwkkwk fuck kaya gin bnyak subscribe ny,netral
2674,dulu ada durasi videonya menit,netral
2675,dulu ane subsr lau semenjak kamu makan jemboet auto unsub jijik sumpah liat bego,netral
2676,dulu beda klo skrng udh gjls cuman toxic gjls,netral
2677,dulu gua haters elo semua ubah negara k nt l serang,netral
2678,dulu terahir gue liat subs nya cmn rb sekarang udh sejuta v good job bang bangke,netral
2679,dulunya macam tai mulai jilat pantat gua cinta,positif
2680,dulunya ngehate auto baik,positif
2681,durex v,netral
2682,dwp,netral
2683,dwp avaan bang,netral
2684,dylan naks saint indo kok di undang youtube rewind ,netral
2685,e,netral
2686,e,netral
2687,e ketinggalan,netral
2688,e kintol,netral
2689,e suka banget konten didik begini,positif
2690,ea,netral
2691,ea bujang gua suka toxic lu lim tapi ingat jangan terlalu banyak toxic juga oke kontool,negatif
2692,ea first,netral
2693,ea ganteng bang,netral
2694,eaaa haters gg,netral
2695,eaaaahh,netral
2696,eaak,netral
2697,ect ericontol,netral
2698,edit kaya erpan,netral
2699,edit video ne bagus anak esdeh ngedit tiktok,positif
2700,editan elu mantap kontoru l,negatif
2701,editan legend lu rick editan masa jadi pink guy wkwkwk,netral
2702,editan lu slalu anjay yang ngakak pas muka si daylen mirip warpath anjing,negatif
2703,editan nya bagus bgt anjir,negatif
2704,editannya mantull njingg gg,netral
2705,editannya ngikutin erpan wkwl,netral
2706,editanya pros,netral
2707,editnya mirip erpan,netral
2708,eee ngentot,netral
2709,eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeerrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrriiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiicccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccckkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo lim ganteng,netral
2710,eeeh khontol ,netral
2711,eehhh kamu malu ngejilat ludah sendiri ngatain moba kok analog maen ml wkwk hamba edsen cuk duit ngartis sampe makan jembut bikin malu aja,netral
2712,eehhh maaf ya gais tadi aku keliatan memeq,netral
2713,efek banyak main sabun otak nya penuh peju,netral
2714,eh ada albert,netral
2715,eh anak kontol kenapa foto gua lu pake ajg,negatif
2716,eh anak kontollllll jangan bully erick anjingggggggg titit kamu kecillll mau bullly erick anjing asal kamu tau gua benci ericko limmm,negatif
2717,eh anjing gua suka gaya kamu anjink bangsat kontol gua suka bat anjay buat ngeue,negatif
2718,eh anjing mending lo hapus tuh channel dasar kotoran manusia beban di bumi lo kontol ericko lim bangsat,negatif
2719,eh anjingg iklan lu banyak banget satt gak ada satupun yang gw skip kntl,negatif
2720,eh bang aku ajar toxic kamu aku dimaharin guru,netral
2721,eh bg buat konten kocak lah biar tertawa nantonya pek sendiri,netral
2722,eh bocah btw gw juga bocah tapi gw bukan soapers,netral
2723,eh erick kontol lim bangsat anjinkk gausah sok kamu kontol gua suka channel kamu gua terus like ampe jaya ama gua mah,negatif
2724,eh ericontole kata bapa gua kaga ngmng jorok ajggg,netral
2725,eh erikontol aku demen gaya kamu makan aku subscribe wkwkwk,negatif
2726,eh erikontol anjing dajjal,negatif
2727,eh erikontol cewek lu lonte atau apa sih,negatif
2728,eh erikontol duit njinx,negatif
2729,eh erikontol video kamu keren cuk ntai aja yg haters pd bocah ngentod smua,netral
2730,eh goblok mana pacarmu itu sma dia lah buat vidnya biar ada bahan gw tolol,negatif
2731,eh haters kontol nonton habis vidionya bacot coment bangsat gin gin waras njir,negatif
2732,eh kamu erikontol kamu jelek bangsat jangan sok ganteng,negatif
2733,eh kntol gw sub lo dari ribu subs anjeng give away ke gua nyet,netral
2734,eh kontil suara kamu kalah ama bg music beli mic lah,netral
2735,eh kontol bikin vidio,negatif
2736,eh kontol lu gausah nyuruh subscribe anjing gua emang subscribe lu dari kemaren kontol meskipun kata orang video lu gak mendidik emang itu yang gua cari bangsat disaat gua udah penat ama yang mendidik dengan hadirnya lu dan kebangsatan lu udah cukup ngehibur gua peler yang bilang channel lu gak mendidik hanyalah orang goblok channel lu tuh mendidik parah lu ngajarin gua bagaimana cara tertawa sehingga gua gak lupa kalo hidup gak selalu dibawa serius bangsat ah kontol lah,negatif
2737,eh kontol maju terus buat lo,negatif
2738,eh kontol pantat kamu bau memek bangsat,negatif
2739,eh lu mabuk ya wowkwkwk suara lu berubah,netral
2740,eh manusia makan jembut hahahahah,netral
2741,eh monyet kamu mending usah bacain komen haters tod gua jiji denger nya anjing mending kamu bikin video ngewe sama pacar terus karya njing soapers selalu dukung kamu,negatif
2742,eh ngegas haters,netral
2743,eh ngent t bisa ga gaada backsound suara teriak tot gua make headset njing kaget gua bgsd,netral
2744,eh ngentod pin comment gw,netral
2745,eh nyet react lagu wikwikwik yg ada adegan ngeuenya dong,netral
2746,eh pokok subscriber ericko lim orang orang nonton video sangat sebal usah tiru orang bego yang enngak punya otak ericko lim kamu mending tidak usah seperti gin,netral
2747,eh rik ,netral
2748,eh rik mending intro nya kiamat channel keluarga,netral
2749,eh sikontol tindiknya ilang dong v ya gak,negatif
2750,eh sorry ya gays aku tadi keliatan memek,netral
2751,eh sorry ya guys tadi netizen kelihatan memekerus buat channel baru lagi namanya kontoru,netral
2752,eh yg setuju haters ericko kayak kontol anjing like,negatif
2753,ehh buat haters jangan bully ericko lim karna malah tambah kaya aja begoo,netral
2754,ehh emng ngomong anjing sma bngsd cmn arab doang yg bleh,negatif
2755,ehh erokontol kamu goblok si mikir ibu kamu cuma cape doang ngelahirin kamu cuma bikin mekek keram percumah orang tua kamu ngewe dapet nya anak anjing,negatif
2756,ehh lim lumandi giihh kutu kamu ngeselin koontoll,netral
2757,ehhh erick akunmu namanya sama coy aku punya akun alvintimotiousnya aje blom bener sok n ngasih tau orang harus ini lah itu lah heters kontol,negatif
2758,ehhh erick kontol anjing tetep semangat however aku tetep dukung elu walaupun video kamu kagak jelas hibur babi,negatif
2759,ehhh qimack erickontol lu itu udah ganteng dari lahir kok iyalah yang namanya laki laki pasti ganteng anjing ga ada yang cantik qimack,negatif
2760,ehhhhu anjing kontol mama luh luh isap keluar seprmanya sama isap memek mama luh cung konyollll wik wik wik wik ahh ah ah ah wik,negatif
2761,ehk ericmemek gwa dukung lu truss tod,netral
2762,ei ericko,netral
2763,eit cukz gw lupa gak usah lu counter attack komen hate gw ,netral
2764,eke soapking nya mananih intro dulu wkwkwkwk,netral
2765,ekkekw kok hatters idiot gitu,netral
2766,el banyak haterss haaaaa,netral
2767,el banyak haterss haaaaa,netral
2768,elisa ecklund yah kaka,netral
2769,elo cuma bisa ngentot aj ,netral
2770,elo toxic soapers juga toxic biar komen gw lu baca wkwkwk,netral
2771,elshen nathanael siapa,netral
2772,elu bikin subcribes jt tidak hetars kontol,negatif
2773,elu kok ngegad si ngomongnya bngsd,netral
2774,elu kontol,negatif
2775,elu lagi jing kaga bosen bikin jam,netral
2776,elu triak cuma buat ngobatin malu nyampah uang laki kamu lbih rendah lacur yg subscribe bocah anjink semua,netral
2777,elu yg bacot ank lonte,netral
2778,elu yg ngehate gua yg kaya yaaa,netral
2779,email haters lu ajak ke yt rewind t cool reading haters comments ick dan gw kemaren ke gbk andddd kata pak satpam nya gw nanya halo pak selamat siang kata nya di sini ada acara yutuprewind yak pak ohh iya bro tapi dah abis bro acara nya gw cape ke gbk dan acara ytrwn nya abis jadi gw janji rick kalo ketemu luh gw bakal nampar luh sekenceng nya tenanga gw dan salam kenal dari gw bro erick ramadan see you motherfucker,netral
2780,emang ada haters baik,positif
2781,emang anjing kamu rick aku ngefans sekali sama kamu,negatif
2782,emang anjing lo rick gue ngefans bgt sama lo ,negatif
2783,emang banyak haters buat kamu auto kaya banyak haters bisa buat hidup tidak tenang and buat hidup kamu bakal benci banyak orang,negatif
2784,emang bener toxic nii erickocontoll v,netral
2785,emang bisa skip,netral
2786,emang channel ny bang ericko ga semuanya medidik ,netral
2787,emang channel toxic ni,netral
2788,emang dah gw juga puyeng sama heter situ komen tapi kurang erik menggila mungkin di youtube doang kali tapi di real life ga alias normal kan lu belum tau kehidupannya dia dibalik layar oon v,positif
2789,emang dasar lo virus anjing ,negatif
2790,emang ganteng arap si wkwkw,netral
2791,emang gilak ni orang,netral
2792,emang gokil bang bangsat gila gua jadi ngakak sendiri v,negatif
2793,emang haters gblk ada otak,netral
2794,emang kalau vidio gambar kontol di sensor jadi banyak haters,negatif
2795,emang kamu kenyaataan jelek anjing ericko lim emang anjing sangat,negatif
2796,emang kamu kya bangsat buat lagu suka nyindirin orang wkwk,netral
2797,emang kamu pntez hate rick lebih rendah sampah,netral
2798,emang kontennya gak berfaedah anjing,negatif
2799,emang kontol jancok kamu goblok anjing bangsat,negatif
2800,emang kontol tu haters lu rik tapi mereka sumber uang,negatif
2801,emang lo bau sampah njir,netral
2802,emang lo jelek jangan sok ganteng,negatif
2803,emang lu ngentot goblok awas tu di ss pas lu meggang memek lu sendiri viral nnti,netral
2804,emang mukak kontol kamu rik,negatif
2805,emang patas dihate kok,netral
2806,emang pertamakali aku nonton yt kirik pas lagu susu kental manis sumpah aku hati channel apa kesini krg toxic masih aja,netral
2807,emang qory bau ya,netral
2808,emang rata rata haters itu pada tolol ya wkwk gadimana mana juga,negatif
2809,emang rik orang skarang tolol gua suka cara jawablu kpada hate comment kamu kamu inspirasi gua anjing hahahaha hokus fokus trolilala wkwkwkwkw,negatif
2810,emang si rapstronot kesel gara gara raja hapus channel,netral
2811,emang tidak jijik apa liat muka macam biji karat wkwkkw,netral
2812,emangbanglugantengguajugaampepengenketemuamaabang,netral
2813,emank ada v,netral
2814,emank dasar haters kontol aowkaoakak v,negatif
2815,emg ganteng kok,netral
2816,emg gila ni orang kapan masuk rsj,netral
2817,emg gua aj yg bilang erikolim mirif sama anak sule rizki febian,netral
2818,emg haters g tau diri biarin aja,netral
2819,emg konten kamu toxic bg sumpah kontenlu ngehibur sekali,netral
2820,emg lu baik bg r kaya,positif
2821,emng bener sih chenel ini ga bermutu tapi gua suka terhibur ,positif
2822,emng dasar benci kontol sirik aja sama ericko lim upload vidio kamu nonton dasar benci sampah gaada kerja aja aku dukung kamu ericko,negatif
2823,emng harus goblok,netral
2824,emng kamu tuhan wkwkjw,netral
2825,emng lu doang upmood gw rick kyaa ,netral
2826,emng pantes luuu buka project youtube rewind ad pntes nya,netral
2827,emosinya udh klimaks wkwkwkwkwk,netral
2828,enak dapat haters supaya tambah adsande,netral
2829,enak ni channel,netral
2830,enakan erik yg dulu beda klo skrng udh gjls cuman toxic gjls,netral
2831,engga mampan haters lawan lu bang kwkwkwkw,netral
2832,enggak tau baik apa kau bang sabar hadap cheater pb bain younglex sama awkarin bang haha,positif
2833,enkaneka,netral
2834,entah ada edit hitzeed,netral
