,text,sentiment
3022,idola dahhhhh mending gw nonton biar dapet hibur ya kan yoi gak bang udel mendem lanjutin lah kontol ehh bego anjing ngentot wehh seru uga ya untuk para haters bang udel mendem gw kasih nih saran ke lu semua heters jadi orang mikir lu jadi heters apa faidahnya ngotak dikit ngapa komenin yang gakjelas doang gitu udah tau bang udel mendem kan emang baik ngasih tau bang udel mendem ya nama juga hibur lu kalo mau liat vidio yang baik baik nonton tv aja untuk lu bang udel mendem chanel yanv bahagia dari gw belum gw mau ngatain lu dulu biar lu tambah semangat fuckkk ngentot kuda anak udeh gitu aja dah untuk lu project yang lu bikin lancar biar biariin,negatif
3034,ikeh ikeh khimochie ngan segala bacot,negatif
3043,iklan foodpanda mulu tai,negatif
3059,iklan menit kaga gw skip njeng demi nutup ytrid lu anti skip club biar lu kaga miskin,negatif
3060,iklan mulu anjir untung gapada gua skip,positif
3067,iklan trading aku skipp babi,negatif
3094,ingat ericko lim anda makan jeeeeemmmmbooooottttt jembut makan jembut buat otak inspirasi,negatif
3097,ingat lah anak anak tetap ada di jalan setan mermaidman,negatif
3119,ini haters pada buta ato gmn sih bisa baca angka g balik tk aja lu gblk baca angka like dislike aja g becus,negatif
3131,ini yg gua suka dari soapking tetap pada diri meski toxic parah tp ttp gw suka tapi ga homo be the king for soapers ntoll benci tpi di poin gan jess no limit subscribe channel gue,negatif
3138,interview tentang bokep japonese lah ric v,negatif
3140,inti ngewe,negatif
3141,inti setan enak ada ericolim enak,negatif
3148,intro bacot nya mana anak esdeh ngedit tiktok,negatif
3166,intro intro youtuber senglek njirah gay hjomo ghiasdogojofhen e subsvribede a and assunsubscribe ahhahahahhahahasdjasixqw asshoel fkasking you be tch moga lo sadar gak sih cuma buat mememks ngilu ah asdijqwixqwozqoa ogw jadi gaje ashjhfxkwqiuxisaiwis help me pslaesae me gay omgomgomgomoasda,negatif
3176,intro kek tai,negatif
3217,intro legend telah kembali v main hebat kontol v,negatif
3314,itu yg hate comment ya tuh kek kontol gitu kalo gk suka kingsoapers pergi aja kntl,negatif
3318,iya aku mau nanya ericko bau memek bagaimana tolong jawab,negatif
3335,jadi gin tau memek,negatif
3340,jadi gin anda tau memek,negatif
3341,jadi gin bang erick itu emang kontol tapi konten dia emang sampah shitcontent tapi ya aku suka bangsaaat banyak juga yang suka bangsaaat so buat klean ladies folow instagram gw padheli oke sekian thx,negatif
3343,jadi gin gan gw tuh suka sama laku nya si anak kontol ini aka erick dan gw kemaren ke gbk andddd kata pak satpam nya gw nanya halo pak selamat siang kata nya di sini ada acara yutuprewind yak pak ohh iya bro tapi dah abis bro acara nya gw cape ke gbk dan acara ytrwn nya abis jadi gw janji rick kalo ketemu luh gw bakal nampar luh kenceng nya tenanga gw dan salam kenal dari gw bro erick ramadan see you motherfucker,negatif
3359,jajahah coment nya lohh anak anak bego oon adeh bocah bego iri aja orang jdi sukses,negatif
3364,jamsker anjir,negatif
3374,jangan cuma ngebully kamu tidak bikin youtube ngentot,negatif
3408,jangan tolol lah lu semua para bocah gblk lu comment ngatur ericko hak lu apa pler lu itu siapa situ tuhan bukan kan ajg dia yg makan jembud dia yg ngerasain bukan lu taik dia yg ken melet ga nganggu hidup lu tolong lah tolol jan di pelihara mending lu melihara ayam guna dikit tolol lu bilang dia tolol atau apa lah trus masalah buat lu apa njing ga ngaruh ama hidup lu kan lu bilang dia ga ada guna buat negara lu buta atau apa kmrn dia ikut asi games itu buat indonesia,negatif
3424,jembut,negatif
3425,jembut asin kremes enaktos,negatif
3426,jembut numbuh,negatif
3430,jess no bokep,negatif
3470,jual tombol jembut,negatif
3476,jujur bang aku peduli kamu mau makan jembut mau masalah sama arap mau kamu makan tai aku peduli gua cuma manfaatin kamu buat diri aku ketawa,negatif
3500,juta subscribe ngentot sama pacar mantan bang auto adsens,negatif
3511,kadang harus pantat tebal hadap babi babi bicara gud mang,negatif
3513,kafir angkat tangan,negatif
3514,kaga suka nggak usah nonton anjing ane ngakak goblo juga liat yt kan cuma buat hibur,negatif
3526,kak eriko makan jembut sekali dong,negatif
3540,kalau ada ngehate kamu kamu bakal dapet duit lah bego,negatif
3543,kalau beli subescseber auto miskin,positif
3545,kalau channel kamu didik lebih baik hps aja channel lunya kontol u,negatif
3550,kalau hamilin gitu ngilu tu memek nya iya dah seperti mak kamu,negatif
3557,kalau kamu haters g suka erick mending pergi aja anjing,negatif
3561,kalau ketemu ingin rasa gua beri tai punya gua ke muka lu yg kaya pisang sisir,negatif
3575,kalau suka gosah nonton anjing,negatif
3576,kalau suka jan liat anjing mudah,negatif
3577,kalau suka syukur kalau ya gapapa sesimple anjing,negatif
3589,kalimat buat haters bacot kau jembut,negatif
3590,kalo baik mah nama nya malaikat anjing,negatif
3592,kalo boleh tau soapers itu link bokep atau apa bangkorea yang sok bener sok paling pintar padahal karya nya mah kaga ada hha fakkk,negatif
3594,kalo ga suka ga ush nonton anjing,negatif
3597,kalo gak suka kaga ush nonton bngst tolol ke sel sel zigot,negatif
3600,kalo gue seperti erik bodo bodo amat soal dia sama aja liat video gue lol sana yang bacot gue yang kaya,negatif
3618,kamu banyak bacot bujang,negatif
3619,kamu bener tod a ngebully kamu tidak bikin youtube ngentot,negatif
3620,kamu bikin konten bokep gabakal haters bang,negatif
3622,kamu bodoh cringe bodoh yang penting kamu semangat buat conten kami soapers,negatif
3623,kamu cuman pede memek,negatif
3624,kamu emang ganteng bang kamu sombong makanya banyak hathers kamu ngerti kamu ngatain orang bacol sombong kamu bacot,negatif
3632,kamu goblok tolol gua suka njir,negatif
3633,kamu ikut comen anjingg kalau suka yu diem dasar anak anjing,negatif
3655,kamu ngatain bodoh pantat tebel anjir ngapain kamu pikirin orang kalau posisi kamu juga bakal senang udah ngelakuin bodoh bayar jadi saran gua banyakin konten konten kontol tidak faedah,negatif
3667,kamu semua haters kontol yg suka ngebully kamu bawa uang orang tod kamu bully ericko sama aja kamu ngasih uang ericko jadi kamu jangan ragu buat ngebully orang ngebully orang sama aja kamu buat orang yg kamu bully jadi kenal,negatif
3669,kamu suka ni org jangan tonton anjing kamu mau youtubers faedah jangan buka youtube lg anjing hapus youtubelu masyarakat goblok youtube full ama citra kalian wkwkw haters no matter,negatif
3673,kamu tolol aku suka njinkkkk,negatif
3678,kang makan jembut,negatif
3681,kangen anjir ama tuh opening,negatif
3682,kangen bacot kamu rick sama anak soapers pas jaman kamu di garena dulu,negatif
3694,kangen titit dora,negatif
3698,kapan babi itu comennan orang babi kalo jt subs botak,negatif
3710,kapan lu botak tai,negatif
3711,kapan lu makan jembut lagi anjenkkkkkkkk,negatif
3714,kapan makan jembut,negatif
3715,kapan makan jembut cukk,negatif
3718,kapan ngentot sama young lex,negatif
3736,kasi para haters bacot tapi tetap miskin u todak channel hibur yg didik dan nggak nendidik gua subs si erick ya krna gua udah dari awal paham emang video dia nggak didik gua tetep subscribe tetep support ya krna dia entertainer jadi entertainer itu kan pokok hibur nggk harus didik ya kan,negatif
3740,kasik bulu jembut lu aja yg ngehate lu,negatif
3762,kaya kenal cara ngomong nya siapa ya bantu ingat dong n jembut aku boleh coba ga,negatif
3763,kaya memek,negatif
3768,kbnykan yg komen sampah itu fansnya arap kalo arap sampah fansnya aja najis wkwkwkwk no smile,negatif
3797,kek nya haters lu jg yg bikin indonesia gk maju farhan bodoh ke tulang wkwk yg malu in indonesia jg dia eh dia yg ngatain goblok ke tulang,negatif
3808,kemaren gua makan bulu ketek gua plus jembut gua sendiri anjg ga ada rasa,negatif
3812,ken jadi gemers masih bocah pasti itu noob,negatif
3815,kenaappaaaaaaa memek ngilu,negatif
3824,kenapa memek bisa ngilu yg muncul dia ajg,negatif
3825,kenapa memek bisa ngilu wkwkwkwwkk bacot dikomment lu cuma perlu unsub trus lapor makin banyak yg gtu miskin dia lama,negatif
3826,kenapa memek bisa ngiluuuu,negatif
3839,keren bang rico kocakkk anjing,negatif
3840,keren bang slow aku subscribe kontol eenak,negatif
3842,keren kamu anjing,negatif
3843,keren lo anjing,negatif
3844,keren rik tahan channel kamu terus upload konten yg tolol tolol,negatif
3865,kirain intro nyampe jam tai,negatif
3870,kita rela laku hal bodoh demi orang lain tertawa,positif
3874,klik iklan nya bego biar erick tambah kaya adsense nya,negatif
3880,klo liat lu gua s anjir,negatif
3890,knp memek bisa ngilu lu lim tapi ingat jangan terlalu banyak toxic juga oke kontool,negatif
3932,kok bodoh,negatif
3934,kok d ruang kerja lu bau memek,negatif
3947,kok memek ngilu,negatif
3960,kok sange,negatif
3972,komen bego bilang cennel tidak didik plies jadi orng yg pintar dikit kalau kalian ken konten yg didik nonton berita aja sana cari konten yg memng mndidik tonton pak mario teguh berita lain gampng ini mau broo masa bego aja,negatif
3974,komen di menit kata konten kgk mutu tapi dia tonton kan gobloog dari lahir beda orang lahir dari mmk sama lubang berak itu ini,negatif
3981,komen menit kata konten kgk mutu dia tonton gobloog lahir beda orang lahir mmk sama lubang berak ini,negatif
3991,koment yg sangat didik harus d jadiin konten ekkaakakakkwkakakkak komen memek ngilu kamu wkakakaka,negatif
4022,kontol lah wkkwkw sadar elu subscribe elu mulai turun bukan mendambah elu bocah buat vidio kontol udah bego tambah begoin wkkwkw pantesan kamu mau hancurin reza arab oktovian sebab reza lebih gokil and keren bukan elu bocah muka cem pepek hitung detik lihat apa jadi sama subscirbe kamu salam anoniymus,negatif
4058,kurang gila anjing mana melet nya mana teriak nya mana gaya orang setruk anjing ngentot gua suka liat wajahlu kalo pas mas jadi kaya orang setruk sambil triak ngentot,negatif
4086,lagu lu sampah ngentot,negatif
4115,lanjut part erick kontol keren kontoro,negatif
4131,lawak ngediss mabok toxic bebas lah goblok tidak nista agama gaada salah salah nya,negatif
4134,lebih baik lu hapus tu channel rick mak lu muka anjing,negatif
4142,lha kamu jg kotor bego lah sama kamu paling jg jawab kamu siapa ngatur aku,negatif
4144,liat channel aku video zxuan celaka sama tutorial fanny kabel noclickbait,positif
4145,liat channel gw ada video zxuan celaka sama tutorial fanny kabel noclickbait,positif
4150,liatin nama kamu mampus,negatif
4184,lo baik mah nama nya malaikat anjing,negatif
4185,lo bilang muka erik kontol karna lo suka sama erik soal ledek seperti itu hanya sianggap canda sama erik,negatif
4187,lo dari ngecringe malah jadi autis,negatif
4188,lo emang ganteng rick tapi lo banyak lemak nya lemak gendut,negatif
4189,lo ganteng kalo lebih kurus bang,positif
4200,loe kenapa ikut comen anjingg kalau nggak suka yu diem dasar anak anjing,negatif
4202,log loco bego baca,negatif
4240,lu autis yak bang,negatif
4241,lu banyak bacot,negatif
4243,lu capek ngeheat si eric tetep aja miskin lha eric yang lu hate malah jadi kaya njing g plis,negatif
4252,lu ganteng rik sorry gua bukan homo,negatif
4253,lu ganteng tapi lu gendut jika lu gak gendut mesti tambah gantenglih apa yang dia ingin tod,negatif
4262,lu kayak jilat memek,negatif
4263,lu kok kaya tai sih,negatif
4268,lu mungkin pandang jahat ampas kek tpi gua tau lu itu baik jing contoh aja temen lu yg kaneki harga diri dia di angkat tpi ujung ujung dia cundang,negatif
4276,lu rela nyakitin diri lu sendiri demi subscriber masih di hate haters kampang,negatif
4282,lu yang gila puki kau babi trigered,negatif
4286,lucu bang lu keep likeke komen kalo lo sendiri aja munapik lo ngocok abis tu sabun lo nonton bokep ngocok sendiri,negatif
4287,lucu kamu bang toxic kamu jangan sensor lah wkwkwkw aku suka toxic kamu kaya dululo rumah gua kontol,negatif
4290,lucu memek ngilu,negatif
4331,makan jembud jembud makan,negatif
4338,makan tuh kamus ngentot lo,negatif
4347,makin cinta gua sama lu kontol bang,negatif
4357,maksain anjir bal hatersdong v ya gak,negatif
4363,mamak lo lontee tmpilan kyl perek jalang makan tu jembut emak lu,negatif
4376,mampos lu gk dpt adsenes kntl jd miskin lu,negatif
4379,mampus aku unsuscribe fuck chanel manfaat,negatif
4380,mampus lo haters biji kuda,negatif
4381,mampus otong lu cm anjink,negatif
4384,mana haters baik goblok gin otak kontol mah kaga mikir sooo kontolers bangsad,negatif
4398,mana orang bikin video bacot lah kwwkwk,negatif
4420,mantap anjing hadap haters pake sunti toxic ea tod,negatif
4421,mantap anjing mpshh ahh bau memek,negatif
4422,mantap anjing vidio kamu wkwkw,negatif
4425,mantap bang lanjutin karya mu biar haters kontol kata apa jangan pernah serah bang,negatif
4426,mantap bang this is the old of you kontol,negatif
4427,mantap cuy dari dulu gua sub loe pas di garena stay for you cokkk ericolim kontol gue selalu nonton video lu soal konten lu hibur walaupun ngga faedah turut haters nama juga haters jago ngomong cuman di dunia maya doang asli mental tempe v,negatif
4428,mantap kontol,netral
4430,mantap kontol vidio lu lain kali yg lebih toxic jing,negatif
4431,mantap kontoru berkat kamu aku sering ngomong susu kontol manis,negatif
4432,mantapp bang erickkkkkaha hibur bedd wkwkwkw kontol ahaha,negatif
4456,manusia jembut,negatif
4457,manusia juga harus udah pada bisa mikir yak yang bener ambil yang gabener ya gausah ambil gue suka sih lo selalu jadi diri lo sendiri bukan jadi orang lain emang bangsat lo rik,negatif
4484,meeeeepppets bau memek oapking,negatif
4487,lawak ngediss mabok toxic ya bebas lah goblok selagi tidak nista agama gaada salah salah nya,negatif
4510,memek bacot,negatif
4511,memek kok ngilu,negatif
4512,memek kok ngilu v,negatif
4513,memek lah,negatif
4514,memek lu,negatif
4515,memek ngilu,negatif
4516,memek ngilu ajigtol,negatif
4517,memek ngilu anjir v,negatif
4518,memek ngilu aowkwowkow,negatif
4519,memek ngilu broo,negatif
4520,memek ngilu bwahahahahaa,negatif
4521,memek ngilu tertawa anjing gan konten kamu kurang bagus njir mainin pb game yg cobain bang fortnite seperti apakek gua yakin viewers subscribe kamu bakal nambah,negatif
4527,memek nya kecil awoakwoakwosk,negatif
4528,memek orang komen hate mereka pgn msk vidio kamu goblok,negatif
4531,mempan anjir erico lim katain orang kebal jir,negatif
4559,mentang mentang bego gratis di borong smua kan gw gk bagi bego,negatif
4561,turut gw sih hatersnya aja bego gw gak bosen nonton vidio nya erikolim karena buat gw ini hibur bukan tuntun,negatif
4564,mereka bangsat emang bang benar lo itu baik,negatif
4570,miko zk cebong mana ngerti,negatif
4585,mkan jembut lagi dong,negatif
4588,mkn jembut lagi bg,negatif
4594,mmmmpppsss ahhhhh bau memek awokwkwkwk,negatif
4602,mntp i very love you soapkingg lnjt trs memek,negatif
4624,motivasi anjir ngakak wkwkkwkwk motivasi sekali,negatif
4629,mphhhhhhhhhhhhhhsssssssss ahhhhhhhhhhhh bu memek,negatif
4636,mudah ituuuuuuuu kontol pindah kepala,negatif
4637,muhamad andrianto bacot kamu,negatif
4642,muhammad tuah woi biji bacot ngentot,negatif
4647,muka erickolim ganteng ea kimak v kayak babi,negatif
4659,muka macam babi mo,negatif
4660,muka makin mirip jembut hahaha makan jembuttt,negatif
4661,muka nya bikin ngaceng,negatif
4662,muka tai,negatif
4664,mukalu kaya memek bagaimana dong,negatif
4665,muke lu makin kucel aja jarang mandi ni bcah,negatif
4667,mulut gitu v omong astaga kek kalau uda ajak antem mampus,negatif
4677,mungkin yg nge hate belum liat channelnya filthy frank padahal ini kan cuma hibur anjing kalo baik ya syukur kalo ga ya jgn di contoh ribet amat jadi manusia,negatif
4680,mustahil orang ngikutin loh makan jembud rik klo dia ngikutin arti dia goblok uda tau jijiq masih aja diikutin sedang untuk bocah ya jgnkan makan mungkin bentuk aja mereka belum tau jd kita tau klo itu cuma buat hibur saja,negatif
4712,nah mampus lu pada para hatters yang komen erick begitu pasti pada kesel sendiri,negatif
4718,najis,negatif
4719,najis goblok banget yg komen subcriber bisa di beli,negatif
4720,najis sapscreb canel kamu,negatif
4748,napa dia aja pantat tebel,negatif
4782,ngakak ajg v bikin memek ngilu v mungkin dia kali yang lahir operasi jadi ya ga lewat memek keluar bg lewat anus kali ya kayak pantat muka v,negatif
4791,ngakak anjinkr ga kalo tanya anak papa dulu papa makan jembut aku boleh coba ga,negatif
4794,ngakak anjirtap boss banyak haters mah tetep sans terus banyakin konten yak haters lu miskin humor kek nymakin miskin gblk beli kouta demi ngehate dia gblk,negatif
4806,ngakak gua denger memek ngilu anjay,negatif
4810,ngakak gua pas bilang bau memek,negatif
4817,ngakak kampang,negatif
4820,ngakak liat komenan bocah tolol klo gk suka ya gak usah di tonton bego di pelihara sih ups,negatif
4849,ngapain dengerin haters ngaku haters kamu mereka nontonin video kamu kak dasar haters bego semangat kakk,negatif
4856,ngata in tapi ngetik aja masih gabisa pake titit koma,negatif
4857,nge cat jembut brp duit bang eh rambut,negatif
4884,ngentod wkwkwkin konten yg faedah haahah dasar kafir laknatillah,negatif
4886,ngentot,negatif
4887,ngentot bareng aja cok,negatif
4888,ngentot iklan menit kaga ke skip pun,negatif
4889,ngentot iklan banyak bgt wkwkwk,negatif
4890,ngentot kuy,negatif
4891,ngentot lah,negatif
4892,ngentot lo,negatif
4893,ngentot lo semua,negatif
4894,ngentot wkwkwk,negatif
4895,ngentot yg nge bacot,negatif
4896,ngentot yok lah,negatif
4897,ngentot yuk a tete nya,negatif
4898,ngentot yuk kak,negatif
4904,ngeteh asu bau memek,negatif
4906,ngeteh asukkk wess mangan ora udut paru paru orak smille hmppsshhh bau memek kwkwkwk,negatif
4909,ngewe,negatif
4965,nihh astronot banyak bacot,negatif
4972,njer makan jembut,negatif
4991,njirrr gua ngeliat muka jadi kepingin garuk garuk pantat,negatif
4992,njirrr memek ngilu asam urat memek a tau bang,negatif
5001,no skip vidio kntol bego yah,negatif
5073,oh yeah gua cium aroma memek,negatif
5079,oi goblok tai,negatif
5131,oprasi dari memek anjgt,negatif
5133,orang bego yg nge haters,negatif
5134,orang buta ngatain ericko ganteng,negatif
5136,orang idiot jenius,negatif
5137,orang indo kalau ngebacot awto capslock an mana yg baik mana yg buruk bro ini youtube bebas semua usia aku cuma mau kasih tau kamu yg skrng bukan kamu yg dulu subcriber kamu dah banyak yg nonton banyak power influencer kamu punya kuat yg besar bisa pengaruh banyak orang yg kata aw karin jdi saran aj skrng kalau mau bikin konten jangan dulu yg langsung pintas makan jembut lebih dipikirin karena kamu punya power yg gede skrng cuma saran doang makasih belum,negatif
5139,orang kamu perlu lestari rick toxic ngefek buat gua konten kamu hibur gua ton dasar anak kampang,negatif
5143,orang pantat tebel ers lu daftar berapa duit,positif
5146,orang yg nda suka video goblok nda suka tetap nonton dasar orang kontol,negatif
5147,orang yg ngehate kamu pd so pinter bangat pdhl mah kiat lebih bego elu,negatif
5148,org miskin ngasih panggung banga iri tu emang bisa kamu kan tetap semangat bg,negatif
5149,orng pada ngehate lo tapi gua ngakak aja nonton lo tiap canda lo ga kandung sara jadi turut gua ya itu dar canda ngapain ambil pusing kalo ngehate lo bisa bikin gua kaya gua akan bkn fanbase anjir kwkw,negatif
5160,oy cebong kamu kenal mak kamu kaga oy,negatif
5162,oy ngentot manee botakkk,negatif
5167,pada bacot mulu kaya bocah ml,negatif
5172,pada tolol ajah subscribe udh di bilang kalau gasuka jangan nonton masih di tonton dasar bukan otak udang lagi otak semut,negatif
5185,paling enak emang ngomong bau memek depan bokin,negatif
5200,pantat baja,negatif
5201,pantat level max x,negatif
5202,pantat level njing,negatif
5203,pantat lu tebel ya bang,negatif
5204,pantat tebal luv luv,negatif
5205,pantat tebel banget ni orang,negatif
5206,pantat tipid hqd h,negatif
5207,pantat tipis,negatif
5208,pantat tipis semua njeng akakakaa,negatif
5209,pantat ya tebal gk kya astronot v,negatif
5233,papa kamu yg makan jembut,negatif
5236,para haters suka channel erick sila minggir kontol,negatif
5267,ken muntah gw liat muka lu goblog dan gw juga jijik sama laku lo anjin udah lebih autis kalo misal gw punya kakak kaya lo mending bunuh diri gw rik sumpah tapi gua tetep dukung lo ko rik terus kembang rik konten sampah lo yaa semangat ericontollll,negatif
5287,percuma kamu haters kntl ngehate org yg pantat tebal dunia,negatif
5291,percuma ngehate erick kan pantat dia tebelnya cm,positif
5322,pingin jd heaters lu aja ah biar faedah bau memek,negatif
5323,pingin ngentot,negatif
5334,plagiat tai,negatif
5346,plis lah jancuk kangen ke goblok elu lagi gw wkwkwk,negatif
5353,pocong mohon di paham kimak,negatif
5355,poko kalau cerdas usah nonton aku nonton aku suka pada nonton bokep anjing,negatif
5374,puja jembut eriko ulululululul,negatif
5406,rama rendika soapers aku puja setan,negatif
5409,rambut alay kamu ganti ngapa coyy,negatif
5418,rambut nya cukur udah kaya jembut keriting wkwkwk,negatif
5422,rapstronot semua tu pasti banci banci semua,negatif
5423,rapstronot tanpa roket bencong tanpa tok toket anjgggggg,negatif
5475,rick botakin pala lu dong biar makin keren kayak si justin bentuk kek kontol rambut heheheheh begini gua demen ua skip mamam noh haha klan kok dikit rick cuma gk gw skip,negatif
5485,rick iklan kamu honkai impact mainin rick sapa tau kamu sange,negatif
5494,rick kamu kok idiot pilih kasih masa yg baca cuma yg nge hate doang ntar aku diss coment ah biar baca ama erickontorupi tetal harga sama manusia,negatif
5497,rick kaya kamu gabakal jt tahun kecuali drama lg sama arap manjat ngentot,negatif
5499,rick kira kira si kim hime sekali main kuat brapa ronde baca komen gua jancuk,negatif
5500,rick kok jarang upload lo jadi pink gay,negatif
5506,rick muka lo itu ganteng banget sumpahh tapi haters commen bilang lu jlk emang dia buta gituu,negatif
5508,rick ngentot kuy,negatif
5509,rick ngewe lah ama kim bikin gp nya,negatif
5515,rick saran dong bokep yg hype apa gua hari coli pake foto lego yg pp anjr,negatif
5540,rik emang muka kamu kaya kontol kelakuanlu kaya kampang kontol kamu kekapmpanganlu yg buat aku suka karena chanel kamu beda yg,negatif
5563,rik pas ngentot videoin,negatif
5626,sabar bang gua slalu dukung lu sampe lu kurus hehehe,positif
5630,sabar bang hidup di indo itu atur netizen kan bangsat yg hidup sendiri mlh ngatur orang kayak diri udh sempurna aja v,negatif
5634,sabar bang nge hate kamu kampret banget aku tidak suka kalau banyak hate kamu bang,negatif
5665,sabar ya rik gua yakin lu pasti sukses jadi kontol club,negatif
5691,salam jembut bang,negatif
5725,sans rik aku terinpirasi banget abis nonton vidio kamu im piatu pokok the best rick cheers ang wkwk,negatif
5750,saran gw apus chanel lu lngsung give away ke yayasan memek indonesia thnxx,negatif
5755,saschia azhari kalau kamu bilang omong terlalu luar batas liat diri kamu sendiri dulu refleksi diri kamu jangan main bacot doang kalau kritik gua terima kalau yg udah begini nama simpang,negatif
5767,satu pihak bang n bikin video ngentot ma pacar kamu,negatif
5783,saya suka ini tolol nya alami beri dari tuhan v,negatif
5799,sebenernya gua suka sama kamu rik semenjak pantau tolol goblok kamu gua jdi suka yaa bangsad i like kegoblokn yg unfaedaah muehehe,negatif
5868,semangat karya bang erik tetap diri dengan konten lo lo lucu buat ngibur tapi banyak orang yg bilang lo raja toxic tapi gua anggap itu gaya hidup lo lanjut karya gua tunggu vidio lo lanjut salam kontol bulu odoh mungkin itu juga kayak elu bang erickontol,negatif
5902,semangat terus buat chanel youtube mas bro ericholim omong benci miskin jangan dengar mereka terlalu rendah kamu dilakuin bakal baik ato kaga kalau yg dewasa ngerti lah mksd komen aku apa,negatif
5919,semenjak gua nge subs lu tol stiap gw ngumpul ama temen sukur smwa pd ketawa ngaqaq sini gw ajar gw ngikutin gaya ngmng lu yg bajing n babi dan bangsa hewan liar gk smwa org yg kata kasar jorok itu ngikutin sifat watak asli lo ibarat lu neng ngmng kasar lah berprilaku acakadul lah tapi lu inget bahwasannya lu msih inget temen lu temen susah ya bantu temen neng ya kita ikut neng dripada lu prilaku baik ngmng nya alus tapi nusuk dari belakang bangzaaaaaadddd,negatif
5921,semenjak ntn elu jadi suka ngomong anjing bansatt,negatif
5926,moga subcribe bang erik nambah dan para heters jangan suka ngebuli orang dia ini udah ngedit lama ampe gak tidur dan lu ngejeg dia enak dasar heters kontol,negatif
5930,semua kata elu itu bacot ngentod bacoottttt,negatif
5940,mudah itu anjing gw suka gaya lu rik v,negatif
5944,sengat bang erick w tau mulut kamu n klakuan kamu kaya kontol hati kamu baik bet,negatif
5952,serah lah mau buat vidio apa bego,negatif
5963,setai tainya tai lebih tai lu kntl read kentul,negatif
5964,setan,netral
5965,setan kamu,negatif
5967,telah liat video panutan qyuh gw baru tau kalo memek bisa ngilu,negatif
5970,setoxic nya eriko klo udah ngomong serius suka bikin motivasi anjing,negatif
5986,si kontol eling nya kamu bagus gitu kontol fuck bichs stress,negatif
5988,si makan jembut,negatif
5989,si momo se gua memek,negatif
5990,si monyet,positif
5991,si monyet baca,positif
6015,siluman jembut,negatif
6058,sniff bau memek,negatif
6078,soapers bogor hadir bang wkwk ngakak tai memek linuative koment juga ahh,negatif
6117,sok depan kamera aja gitu hidup nyata mah orang lemah tai mau kalian dibegoin hahah lol,negatif
6118,sok iya banget kamu anjeng kamu bikin vidio ada faedah yg pantes ditonto bahasa kamu babi sesal kali emak kamu lahirin kamu memek harus silit kamu goblok,negatif
6124,sok sok ngehate dkasi hentai dari erick juga lupada ngaceng v,negatif
6140,ssshhhh bau memek,negatif
6165,subs lu gak yg suka kontol,negatif
6193,suka cabut kalau suka ya tetap stay anjing btw gw suka chanel ini anjing,negatif
6194,suka channel karena tolol yg buat hibur,negatif
6195,suka konten kak lim uploadberarti tolaol kamu juga belum pinter benci ngentot,negatif
6196,suka lucu kalo liat ada orang tolol komen tentang agama lu siapa anjg nentuin video bang erick pantes atau ngga buat di tonton ama orang dasar tolol mau bilang pinter tapi tolol e liat,negatif
6197,suka sangat family friendly nobar sama keluarga besar semua sangat saran lihat video kontol,negatif
6199,suka tidak suka kaleee jangan ngebully karya orang woyy eric udah usaha nghibur kamu hatters tolol,negatif
6202,sukses terus bang biarin aja tu para haters kontol sibocah haram,negatif
6206,sumpah aku ketawa sendiri bacot yg faedah,negatif
6210,sumpah bang erik ganteng gila kaya pantat kuda,negatif
6250,suruh kondisi kontol sam memek suka ngina kamu bang,negatif
6263,tadi gw mo makan roti isi jembut tapi kok gw cium kok bau mekem ya padahal kan gue punya kolton,negatif
6270,tai,netral
6271,tai,netral
6272,tai bang ga konyol dulu vidiolu sekarang,negatif
6273,tai kudaa sia,negatif
6274,tai sekali dahmemek,negatif
6279,takut arapnya soal arap cupu,negatif
6283,tampang kamu kaya kontol tapi gua suka ama kamu rik,negatif
6295,tarik kapan ada yutuber baca bacot haters hewhew,negatif
6296,tarik nafas panjang bau memek,negatif
6299,tarik napas hmm bau memek,negatif
6300,tattoo senikalo suka tattoo yg usah bilang sampah kontol jangan mandang org tattooan yg negative lah anyingn kagak aku skip sukses terus lah kapan kapan ngadain give away gitu lah yaw,negatif
6301,tau aku lahir lobang pantat,negatif
6353,nyata haters lo banyak orang idiot ehe,negatif
6363,tertawa aku anjir,negatif
6366,tertawa aku bangsat aan mau mikir erick tentu hidup baik yg bikin video gblok yg lbih gblok urus urus hidup orang chanel orang urusin,negatif
6400,tertawa eric kocakkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk bacot,negatif
6404,tertawa gua denger memek ngilu anjay,negatif
6408,tertawa gua ngentot babi kamu bang ampe naber gua tawa mlu idik kok kira maksa,negatif
6412,tertawa hhhhuuuuuuupppppp bau mmk edah haahah dasar kafir laknatillah,negatif
6413,tertawa kampang,negatif
6432,tertawa saat bilang memek ngilu,negatif
6467,terus kaya rik haha tertawa aku liat kamu kalau kamu tambah idiot riklakuan toxic abang goodjob buat fideonya,negatif
6472,terus maju bang jangan dengerin kata haters walaupun harus gua aku lu emang kontol hidup soapers,negatif
6518,tetep soapers semangat terus buat konten hibur nya banghmm bau memek,negatif
6530,the best for erikolim save jembut,negatif
6558,tidak hina kamu ka ngomong nya aja jaga kin kali makan jembut pacar kamu njing,negatif
