,text,sentiment
2028,goblok pada murni beri tuhan,netral
2029,goblol goblok ank haram kamu anjg,netral
2030,goblom,netral
2031,god of adsense,netral
2032,goddem,netral
2033,gokil wkwk,netral
2034,gokill bat banggg,netral
2035,golok,netral
2036,good,netral
2037,good,netral
2038,good,netral
2039,good,netral
2040,good coment,netral
2041,good erick,netral
2042,good ericklim bukan manusia udah kaya cat nipon paint bisa tahan ujan badai kamu salah buli erickolim wkwkwkwk erickolim,netral
2043,good job rik,netral
2044,good luck have fun glhf bro,netral
2045,good morning,netral
2046,good rik gua subscriber lo dari dlu wkwk,netral
2047,gooooo soapers,netral
2048,gore,netral
2049,goublok,netral
2050,gpp bang lupain haters aj liat subscriber lu udh brp,netral
2051,gpp bang yg pnting jangan sampe bawa ras suku agama takut yg di ingin jadi,netral
2052,gpp bege skuy living,netral
2053,gpp haters banyak yg penting adsends,netral
2054,gpp linu yang penting bisa ena ena kan sekarang malem jumat v,netral
2055,gpp rick haters banyak gw support lu soapking,netral
2056,grd president,netral
2057,greget njir,netral
2058,greywolf jt,netral
2059,greywolf subscribe nya jt om,netral
2060,gteng tpi tato nya kurang,netral
2061,gua aku ganteng kamu khentot,netral
2063,gua anak ericko limm gua sayang erickolim gua bakal bunuh haters haters lo oy,netral
2064,gua baca komment,netral
2065,gua bakal jdi soapers sejati,netral
2066,gua bakal subscribe chanel loooo,netral
2067,gua bangga bang walaupun lu ngurusin youtube rewind tapi tetep upload vidio,netral
2068,gua baru sadar soapers para guna sabun hahahahahahahah coli terus sampe abis,netral
2069,gua bain sini eriko lim yang ganteng,netral
2070,gua big fans subscriber yang paling harga lu kak ericko lim semangat terus bikin video karya serah apa kata haters,netral
2071,gua bingung ama haters kamu bang suka kok tetap nontonk banyak benci nya gua ppa ko bukti satu smp gua tau kamu semua kamu bang apa yg man jemb ut,netral
2072,gua bingung channel banyak subcriber gua sedikit,netral
2073,gua bukan fans looo bang wkwk cuma ikut nonton,netral
2074,gua bukan haters cuman netizen pikir anak kecil yg nonton tod,netral
2076,gua comment gitu dah biar masuk konten ericko lim,netral
2077,gua cuma ngetes aja gua tau emang tulis asli nya channel kan tpi gua pen liat apa kah ada hatters ny bang erick sini yg koment,netral
2078,gua cuma nikmat,netral
2079,gua cyka cara lo toxic,netral
2080,gua dah sub lu dari vidio konyol kostum pink lu anjeng,netral
2081,gua di belakang loh kok bang erick,netral
2082,gua dukung kamu bang,netral
2084,gua dukung kamu bang w liat bukan yg kamu lakuin konten kamu makna bisa ambil apa kamu lakuin konten,netral
2085,gua dukung kamu lim,netral
2086,gua dukung lo bang sanss aj haters bangsd,netral
2087,gua dukung lu bro,netral
2088,gua dukung luh rik terus karya yg bisa,netral
2089,gua emanggg cinta erickoo limmm dan jangan pernah ada yang hina hinaa dia bangggggsattttttt,netral
2090,gua erick panutan dia rasa bodo dengan apa dia lakuin meski buat malu diri sendiri padahal semua ngejudge tentu seperti erick,netral
2092,gua fans banget dengan kau bang sumpah gua subscribe lu pas di ribu subscriber kapan adakan giveaway bang,netral
2093,gua gak nyangka klo lu undang si botol ke yt rewind ric,netral
2094,gua gak peduli haters tapi kok bikin lagu,netral
2098,gua harap gua punya haters,netral
2099,gua harap kalau anak kamu lahir lanjutin channelllu turun gua nonton yang luar biasa semua konten channel naispipel,netral
2100,gua harap si viewers kamu baca masuk gua si rik wakil mulut kamu gua bagi subscriber kamu,netral
2101,gua haters,netral
2102,gua heran ma haters kok kerja ngebacotin orang mending lu haters kerja bngsad biar lebih faedah,netral
2103,gua hibur kok liat bang erick toxic,netral
2104,gua hibur sama semua konten kamu rik tq,netral
2105,gua inget wkt dlu lu masih di gar na wkt sub masih puluan ribu waktu live banned citer dan tatto lu ga banyak kek sekarang but its ok,netral
2106,gua janji subscribe channel tidak usah like like soal nya bayar subscribe gratis,netral
2107,gua kangen intro alan suryajana,netral
2109,gua kemarin sunat terus pake gunting kuku ooooooohhh sunatmah udah biasa sunat pake gunting kuku yg greget,netral
2110,gua ken ngobrol sama kamu bang banyak yg mau gua tan,netral
2111,gua kga skip iklanya mnt,netral
2112,gua kira lo bakal jadi pink guy hahaha wk fuck,netral
2113,gua kira uya kuya,netral
2114,gua kirain intro kiamat,netral
2115,gua konten kamu sangat faedah faedah org gila anjink ngntd,netral
2116,gua konten nya sedikit gunaa se engganya buat tertawaa bro karya orang mah beda kellez mending konyol lucu pd so jaim diem cepiritkwkwwkwk,netral
2118,gua liat video ini sambil coli,netral
2119,gua liat video lu ada iklan menit gua tonton sampai abis,netral
2120,gua liat video sambil coli,netral
2121,gua liat vidio ericko lim,netral
2122,gua like kamu bang,netral
2124,gua malah hibur sama bang erickkk,netral
2125,gua mau jadi hate kamu aja lah,netral
2126,gua mau masuk yutub anjg kamu,netral
2127,gua mau ngehate lu ah di video ini biar dibacain di secmen reading haters coment ikut whahahaha,netral
2128,gua milih kamu gua yakin kamu ama luar video beda,netral
2129,gua minum kopi terus gak usah gula gua ganti micin,netral
2130,gua minum kopi terus usah gula gua ganti micin,netral
2131,gua neng bully kamu kamu sabar wkwk,netral
2132,gua ngefans banget ama bang erickolim kata nya buat gua motivasi,netral
2133,gua ngeliat vidio bang erik turut gua lucu dah kga ada pikir ken ngatain atau apa segala macem asik aja ngeliat orang nya kocak lanjut bang erikolim,netral
2134,gua ngiluuu nonton nya,netral
2135,gua nnton video kamu mau tertawa aja bang kya lgi nonton stand up comedy ads negatif nya dikit,netral
2136,gua nonton chanel ini satu keluarga karena chanel ini chanel didik dan keluarga,netral
2137,gua nonton ni chanel kalau lg ken cari hibur aja ken ketawa ketawa ilangin stress kalau mau ajar di chanel bijak aja tonton,netral
2138,gua nonton subscribe,netral
2139,gua nontonin biar kamu dapet duit buat urus youtube rewind yak bang pokok bikin yg bener semangat buat bang erik teammmmmm yoyoyo,netral
2140,gua orang muslim udah nge subscribe erick dadi jaman live streaming kantor garena gua tau erick buat content cuman buat just for fun,netral
2141,gua orng indo jadi gua cuma liat judul doang,netral
2142,gua pantekin lu nanti,netral
2143,gua peduli haters kok bikin lagu,netral
2144,gua ken masuk read hater comment lu tod,netral
2145,gua punya adek tahun dia bilang guru pernah bilang kalau gak bisa baik tolong jgn rusak bayangin aja umur udh tau yg begitu masa lu udah tua gk beri contoh yg baik dan lu pasti tau klw sekarang anak mudah udah hancur dan banyak karena konten kyk lu gin patut lu jadi contoh bagi subscribers lu tidak lu tidak nambah rusak generasi sekarang,netral
2146,gua rindu anjinkkk intro jess,netral
2147,gua sama erick,netral
2148,gua sangat hibur goblok kamu bang pas makan biskuit regal sama susu hahahahaha terus karya nnel nya gin goblok,netral
2149,gua saranin sekali kali bikin tutorial coli yang betul bang,netral
2150,gua sayang kamu bang soapkingaga ngmng jorok ajggg,netral
2151,gua se sama si ericko,netral
2153,gua sekarangg kurang neng ama ni chanel dulu gua subscribe gara gara banyak konten wibu sekarang dah jarang jadi gua unsub dulu,netral
2154,gua selalu dukung kamu bang,netral
2156,gua selalu support kamu kok lim kenal nama gua ivan novikov gua gedung putih,netral
2157,gua selalu support lu bang salam n setia drama korea yang sok bener sok paling pintar padahal karya nya mah kaga ada hha fakkk,netral
2158,gua senengngan lu pas jaman main pb lim,netral
2159,gua tuju sama apa yang elu bilang di vidio ini,netral
2161,gua si ambil lucu aja di channel ini mah semangat rik tod,netral
2162,gua si suka baca komment video kamu bang banyak satwa binatang jenis jenis kelamin ama sakit baru kelamin mem q ngilu,netral
2163,gua sihh gua enjoy enjoy aj bisa bikin gua ketawa,netral
2164,gua skipp iklanya masa tiktok,netral
2165,gua slalu dukung lu eriko panutan gua,netral
2166,gua soaper sejati men,netral
2167,gua soapers,netral
2168,gua soapers bngsat,netral
2169,gua soapers njing,netral
2170,gua soapers sampe ig gua gua namain soapers plus foto profil wa gua ericko lim,netral
2171,gua soapers sejati,netral
2173,gua stiap nonton vidio lu selalu pke hendset jink soal bacotlu banyak,netral
2174,gua subscribe kamu bqng,netral
2175,gua subscribe lho gua tertawa lihat konten kamu semangat terus ericko lim wkwkwkw,netral
2176,gua subscribe paksa dari k,netral
2177,gua subscriber setia njing buat yang bilang erick gak punya subs yang bain gua masih bain njing,netral
2178,gua subscriber yeah nak haram,netral
2183,gua suka lu ric karna mak gua marah trus gua surh tonton chenal ini langsung ketawa,netral
2185,gua support lu bang,netral
2186,gua tau rik sifat kamu asli keep strong bro,netral
2187,gua tetep supprort kamu bang tetep jadi chnel yg mutu bang oke,netral
2188,gua tuju anjink,netral
2189,gua tuju bang ama omong elu nettijen sirik ama kamu bang ngehujat kamu belum hidup sudah bener para hatters cuma bisa ngeliat kamu gin sebenernya mah engga gitu bang,netral
2190,gua tuju kamu ganteng,netral
2191,gua tunggu part ke woy erickontol senang gua konten begini,netral
2192,gua udah klik subscribe x rik,netral
2193,gua udah nonton ulang ulang vidio lo bang biar viewers lu banyak,netral
2195,gua udah subscribe bang gua soapking is the best,netral
2196,gua udah subscribe terus suruh subscribe,netral
2197,gua waktu arap hapus chanel kata salah ericko lim pas arap bilang kalau arap hapus chanel gara gara mau sumbangin gua langsung dukung ericko lim,netral
2198,gua yakin haters bang ericko lim fans nya si arap,netral
2199,gua yang subscribe,netral
2201,gud,netral
2202,gud,netral
2203,gud,netral
2204,gud asw,netral
2205,gud bang erick,netral
2206,gud ea,netral
2207,gudd,netral
2208,gudd bang rick gua bain kamu bg rik,netral
2209,gudd mamank,netral
2210,gue dukung bang,netral
2211,gue dukung lu bang,netral
2212,gue dulu heter lo bang sekarang gak lagi karena konten lo lucu lucu kwkwkkwkwk,netral
2213,gue fans berat lu rik nama ml free fire dan clash royal soap king,netral
2214,gue ga peduli haters tapi kok bkin lagu,netral
2215,gue gak skip iklanya rik iw dong bang,netral
2217,gue heters lu ea,netral
2218,gue iklan,netral
2219,gue juga duka bang konten lu gua hibur ko yaa saya juga liat yt kan cuma buat hibur,netral
2220,gue mamah makan nya apa,netral
2222,gue nonton ke,netral
2223,gue tonton setia lu dari zaman loo jadi flghty rick jingg,netral
2224,gue pertama hetters lo tp sekarang gua fans lo,netral
2226,gue neng liat lo kyak gin rick kaya nya ceria lo udah balik lagi buat konten yg tarik lagi,netral
2227,gue soapers anjink sopers enak,netral
2232,gue suport lo lim soapers hadirrrrr,netral
2233,gue support lu erickolim,netral
2234,gue tetep dukung lo soapking,netral
2235,gue trus dukung lo rik,netral
2236,guna yang nilai rata rata an,netral
2237,gunawan gugun coba ajah cari di kolom cari chanel didik,netral
2238,gurruuuuu,netral
2239,guru w jadi toxic cuman gara gara ngereact video kamu,netral
2240,guy,netral
2241,gw sumpah bakal report dan dislike and unsubscribe erico lim,netral
2242,gw butuh clickbait,netral
2243,gw cuma fans yg cuma nyimak,netral
2244,gw dapet iklan k ndom sutra njer,netral
2245,gw dh lama nonton video lain tapi gw kgk sub daya humor lawak nya rendah,netral
2246,gw dimarain mak gw pas lu toxic rik v,netral
2247,gw dukung lo rick karena lo hibur bgt basic,netral
2248,gw dukung lo rik like dong rik,netral
2249,gw dukung lu rick,netral
2250,gw dulu sedikit benci sama lu bisa bilang haters v tpi gw lama lama suka anjay sama kata kata toxic lu kata kata itu hibur,netral
2251,gw fans berat lu rik semua iklan nya gk pernah gw skip cman video nya yg gw skip,netral
2252,gw fans reza arap tapi gw subribe lo rik,netral
2253,gw first dislike komen loo,netral
2254,gw g nyekip iklan menit,netral
2255,gw ga sumpah gw cuma baca,netral
2256,gw ga skip iklan,netral
2257,gw gak sub erik tapi nonton trus konten gw mau jdi org yg trkhir sub ericksalah orang yg bully negara,netral
2258,gw ganteng,netral
2259,gw gapeduli kata haters tapi kok bikin lagu rambut gue ijo wkwkw,netral
2260,gw heran sama haters gilir pihak erikolim aja bilang bocah what kek nya gk nyadar lo aja gk bisa apa dari pada dia semangat terus kaya bang jangan dengerin kata haters,netral
2261,gw jadi haters lu aja deh rick biar komen gw lu baca wkwkwk,netral
2262,gw jdi soapers gra ade gw,netral
2263,gw kasih tantang lu nonton di samping ortu lu volume full apa yg jadi bg lim,netral
2264,gw ke chane ini cuman buat pause dislike dan comen hate,netral
2265,gw kngen sama intro ini,netral
2266,gw kok ngeliat lu di ejek org muka lu malah neng,netral
2267,gw lapir lu ke polres wkkw,netral
2269,gw mah bukan haters lo gw bocah kok,netral
2270,gw mau dm lu penting,netral
2271,gw mau email tapi lupa chanelnya gak ada v,netral
2272,gw mau nanya jink,netral
2273,gw cium bau drama btw rick kapan giveaway adsense lu,netral
2274,gw nangid,netral
2275,gw ngakak bngt liat nya njiirrr hibur bngt semangat buat erico,netral
2276,gw ngakak dah wkwkw,netral
2277,gw ngebalain lu rik,netral
2280,gw nonton tiap hari tapi gk prnah subcribe,netral
2281,gw nonton video lu ngakak tpi ga gw sub sumber uang,netral
2282,gw orang islam tpi gw ga peduli klo erico lim beda agama ama gw semua di mata tuhan sama bosss klo ada chanel yg asik lucu tarik kenapa ga auto like subs view aja gak sih,netral
2283,gw ken jadi soaper bang gw ken jadi soapers,netral
2284,gw ken jadi soapers bang gw ken jadi soapers bang,netral
2285,gw pertama kali liat lu yg gw tau lu itu sombong dan gw liat lbih bnyak video lu akhir gw tau lu itu gk seperti itu rik dan skrg gw fans sama lu,netral
2286,gw salah satu subcriber setia lu rik santai aja kalo ada iklan pasti gw skip gangu baget soal,netral
2287,gw selalu dukung lo kok njing h h,netral
2288,gw tuju sama haters,netral
2290,gw skip gara gara iklan ya tik tok,netral
2292,gw sub karna unfaedah,netral
2293,gw subs nih org karna bikin ngomong nya bikin wkwkkwkwk,netral
2294,gw suka erikontol karena dia ngehibur,netral
2295,gw tampan,netral
2296,gw tau kok rick rasa habis ide buat konten,netral
2297,gw tebak kalian lagi,netral
2298,gw tetap dukung lo ric,netral
2299,gw tetep soapers lah gilaa,netral
2300,gw thn nonton ytb cmn subscribe ericko lim ama qorygore doang anjng,netral
2301,gw tonton iklan no skip klep,netral
2302,gw tunggu bang di terending youtube rewind nya,netral
2303,gw udh lama subs dia,netral
2304,gw udh subscribe lu bang,netral
2305,gw ulang terus intro nya,netral
2306,gw unsubscribe chanel sampah ini,netral
2308,gw yakin haters lo keluar waktu maknya gosok minum ale ale ribu rick,netral
2309,gw yakin klo ericko bikin giveaway pasti hatersnya lgsg subs lagi v,netral
2311,gw yg ke,netral
2312,gw yg ke,netral
2313,gw yg punya channel lu yg banyak mau v,netral
2314,gwe jijik sma ercko gara gara nghina moba kok analog tetap karya bang ericko,netral
2315,gwe sepong lo njing,netral
2316,gwe tantang lu lebih toxic dari pada channel ini bgst,netral
2317,gwstujusadmomentnya,netral
2318,gx asli video gjls,netral
2319,gx tak pencet kecepetan ngitunya cok klan,netral
2320,h,netral
2321,h a t e r s k o k k o n t o l,netral
2323,haaahaa,netral
2325,haahahaha lucu parah,netral
2326,hacters d fuck aku subscribe mu bro aku liat komen kamu mutu jadi aku subscribe dong,netral
2327,hacters d fuck gw gk subcribe mu bro gw liat komen lu gk mutu jadi gw subcribe dong,netral
2328,hadap senyum iblis,netral
2329,hadeh serah kamu pade lah orang bikin konten kagga ade sangkut paut same kamu wkwkwkwk biar karya bro aku ngebela sini situ,netral
2330,hadir bang gua gak pernah skip iklan di video lu,netral
2331,hadirr,netral
2332,haduh gajadi yg first v wkwkw,netral
2333,hah ini intro yg buat karir lu naik,netral
2334,hah tau minta subscribe aja luh,netral
2335,haha,netral
2336,haha aku selalu tertawa liat konten elu rik,netral
2338,haha bando everywhere,netral
2341,haha erick coli hari,netral
2342,haha erick coli tiap hari,netral
2343,haha gpp lah lanjut terus bro nggak usah di masuk on hati cuman buat have fun aja,netral
2344,haha haters yg totol gua selalu suport chanel lu bang chanel ngak masuk akal tapi asik di nonton,netral
2345,haha jancok semua yg komen itu subcrib tpi bhsanya niru erik kntl,netral
2346,haha jangan ambil hati bang bravo,netral
2348,haha lu rik ngakak gua vvvv,netral
2349,haha ngikutin arap,netral
2350,haha selow bang gua tuju apa salah ngehibur orang youtube tidak larang terus berkaryaaa kerja lah dunia keras kalau kamu udah gede ntar kamu paham,netral
2351,haha terhiburr aku sama konten unfaedah kamu,netral
2352,haha tetap jadi smart poeple ya rick,netral
2353,haha tu hatters iri sama lo ken femes aja sih todd kntl emng,netral
2354,haha yg dislike turun dajjal,netral
2355,haha ytber habis konten,netral
2356,hahaa,netral
2357,hahaaa itu indonesia e karena mereka ngak punya modal buat bikin video jadi mereka ngatain,netral
2358,hahaahaha,netral
2359,hahaahahangakak gua jing good vid cra beli a lel,netral
2360,hahah,netral
2361,hahah salam sopers,netral
2362,hahaha,netral
2363,hahaha,netral
2364,hahaha asik kamu rik terus karya,netral
2365,hahaha chanel motivasi,netral
2366,hahaha haters lo goblok semua bangers makin kenal kitaterus bangsad,netral
2367,hahaha haters muncul bela fans atau diri sendiri ake gunting kuku yg greget,netral
2369,hahaha hibur sekali kntl,netral
2370,hahaha im king soapkers,netral
2372,hahaha makan tuh pesawat jatuh anjeng mati lu semua anjeng,netral
2374,hahaha tertawa cok,netral
2375,hahaha whatever rick nama juga channel hibur bngsttttt kontlooo,netral
2376,hahahah,netral
2377,hahahah,netral
2378,hahahah ada lagi intro nya,netral
2379,hahahah goks,netral
2380,hahahah hetersnya erick anak haram hahahah,netral
2381,hahahah netijen netijen,netral
2382,hahahaha,netral
2383,hahahaha,netral
2385,hahahaha gemblung wong iki kentir,netral
2386,hahahaha komenan pertama aja dah kaya gitu haters gonna hate sa rugi apa rugi kamu itu buat kamu derita sangatttt yaelah emang gin chanelnya aku hibur kata kotor if you dislike what he doing just dont look it dumbass kalau ngerti cari dah google translete wahai orang mantab,netral
2387,hahahaha lucu bang,netral
2388,hahahaha sabar bang ericko lim semangat teruslo rick semangat terus buat konten yang faedah,netral
2389,hahahahah,netral
2390,hahahahaha,netral
2392,hahahahahaha,netral
2393,hahahahahaha lol,netral
2394,hahahahahahhahahahaha,netral
2395,hahahahahhaha ngakakk smpee ke dna anjayyy ga bole movee on gw coment haters loe pedes bnget smuaa njingg btw jngann give up yaa smangatt truss sma content luu yng kayak smpah ituu wkwkwkwk keep it upricko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limerickoericko,netral
2396,hahahahhahahahhahahahahhaa,netral
2397,hahahahhlagu dari komen hatters donk wkwk gpp wlaupun toxic smuaa,netral
2398,hahahajaja tingkatakn bro hhhaaaaa,netral
2399,hahahhaa anjinkkk tertawa bangzatttaber gua tawa mlu idik kok kira maksa,netral
2400,hahahhaha lucu tu orang bang mah orang iri,netral
2402,hahha haters goblokkkkk,netral
2403,hahha ngakak sih kalo ke sini,netral
2405,hai,netral
2406,hai bang erickolim hime hime,netral
2407,hai erpan,netral
2408,hai jing,netral
2409,hai numpang promo chanel ya bang,netral
2410,hai sayang aku syang ody dehh,netral
2411,haiii jancokkkkkk hatersss,netral
2412,hajajaj,netral
2413,hak asasi manusia coyy komen jelas emang udah bener sendiri aku stuju ericko limm,netral
2414,hal,netral
2415,hal paling mustahil di channel ini adalah,netral
2416,halah haters kamu pansos komennya muncul channel kamu paling dah nyinyir neng dsr bicara sok bener ngomongnya pake anji g kont,netral
2419,hallo,netral
2420,hallo,netral
2421,hallo bang aku subscribe chanell luh bang,netral
2422,hallo makan jembutt,netral
2423,hallo soapking,netral
2424,hallo teman teman ayo kunjung ke channel saya jangan lupa subscribe ya,netral
2425,halo,netral
2426,halo,netral
2427,halo bangg,netral
2428,halo bro coli,netral
2429,halo gais jangan lupa subskrep chenel aku gaes,netral
2430,halo hai halo halo halo welkombek with me pepek gaming,netral
2431,halo kak ericko,netral
2432,halo kpai,netral
2433,halooo sayaa coment guysssss,netral
2434,haloooo,netral
2436,hanya lihat tak perlu membully,netral
2437,hanya orang iri yang komen begitu karena ga bisa buat konten sendiri,netral
2438,hapus chanel lho ericko lim,netral
2439,hapus channel,netral
2440,hapus channel haters canda awokwokkk wagelaseh ceramah wkkwkekw,netral
2441,hapus channel lo terus disumbangin ke badan amal terus buat channel baru lagi nama kontoru,netral
2442,hapus channel makan apa erick,netral
2443,hapus rambut mending,netral
2444,hapus rambut mending,netral
2445,hapus tu chanel kaya memeq,netral
2446,haram tapi lu tonton goblok lu ya,netral
2447,harap sabar ini uji v,netral
2448,harap tenang ini coba,netral
2449,harap tenang ini cuma salah paham,netral
2450,harga karya orang njing,netral
2451,harga orang karya apa kamu karya,netral
2452,harga ericko lim pulang dari ngurus youtube rewind dan bikin video gk punya waktu untuk istirahat,netral
2453,hari gin mas ngemis bocah ldiot aduhhh demi like gin ny,netral
2454,harus nonton video ini kocak banget,netral
2456,hate adsense,netral
2457,hate comen nyemangatin erick buat bikin konten adsanse cuk,netral
2458,hate coment erick tuh siapa ya,netral
2459,hate comment,netral
2460,hate comment hate comment hate comment,netral
2461,hate comments malah b aja buat ericko lim malah yang nice comments malah yang beda bagi erick harus,netral
2462,hate erick aja terus biar dia makin kaya,netral
2464,hate komen ahh biar dibacain,netral
2465,hate speech its money gokilll,netral
2466,hateerrss konntolll bnagggsatt sini lo majjuu konntollll,netral
2467,hater adalah fans tunda skinny fabs,netral
2468,hater adalah orang yang iri dr kita,netral
2469,hater adalah sumber uang,netral
2470,hater emng gitu ric ttp semangat aja,netral
2471,hater ericko kok thumbnail pake foto erick u gila yakk v,netral
2472,hater erickolim orang bayar arap,netral
2474,hater lu kek rapstronot apa itu,netral
2475,hater mah bebas sama kimmi hime,netral
2476,hatera mah gausa ditanggepin bang,netral
2477,haternya comment nya kok ndak anjink wkwkwkw,netral
2478,haternya banyak dari fans mr ro wkwkkwkw,netral
2479,haters,netral
2480,haters,netral
2481,haters,netral
2482,haters,netral
2483,haters adala orang yg iri sirik goblok,netral
2484,haters adalah munafik,netral
2485,haters adalah rejeki,netral
2486,haters adalah uang,netral
2487,haters adalahhhhh,netral
2488,haters adsense bagi youtubers indo,netral
2489,haters adsense dollar,netral
2490,haters adsense money sultan,netral
2491,haters adsense uang,netral
2492,haters adsense youtube lu rick,netral
2493,haters adsense youtube lu rick,netral
2494,haters aja bikin lu makan apa lagi fans,netral
2495,haters always be haters gpp sebenernya mereka nunggu video lu jga rick ideo aja,netral
2496,haters always hate comment aja iri stfu,netral
2497,haters an,netral
2498,haters anjeng,netral
2499,haters anjg,netral
2500,haters anjink emang,netral
2501,haters antem yuuu,netral
2502,haters apa cuman koment koment negatif aja urus hidup kamu haters jangan sok ngurus in hidup org bangsad,netral
2503,haters apa heaters sejak kapan youtube buat ngangetin ngangetin nasi rice cooker lah,netral
2506,haters auto tobat,netral
2507,haters baca hatets dsr g jelass,netral
2513,haters banyak gpp bang yang penting bagi subscriber abang abang masih hibur kita,netral
2514,haters banyak subsnya banyak nice,netral
2515,haters bawa berkah cok hahahah,netral
2516,haters bayar arap,netral
2521,haters guna buat konten kaya gin wkwkwkw nambah uang elu rik wkwkwk ngakak gua sama haters kaya gitu,netral
2522,haters berkah kwkwkwkwkwkwkw soapers,netral
2523,haters bikin kaya,netral
2524,haters bikin kaya,netral
2525,haters bisa cuma bisa ngatain lewat sosmed dasar bocah,netral
2526,haters bkl sukses bang,netral
2527,haters bngsd kalau konten erickontlo unfaedah kenapa kamu tonton bangsad sia data seluler kamu aja bngsd mending kamu nonton teletubies kalau javpornhub bangsad,netral
2528,haters bocah semua,netral
2530,haters buat kaya bro,netral
2531,haters calon fans,netral
2532,haters coba temuin lngsung,netral
2533,haters coment terus mak lu sesak kentot,netral
2534,haters comment ngehina pas ketemu langsung minta foto lol,netral
2535,haters cuma berani coment pas ketemu paling selfe,netral
2536,haters di masukin di tong sampah aja bang ha,netral
2537,haters diemin aja yg penting fcking adsense,netral
2538,haters duit duit dan duit,netral
2539,haters duit gw jadi haters lu aja ya rik biar lo banyak duit wkwkwkwwkwlb ya,netral
2540,haters duit jadi haters ngasilin duit lebih banyak makin banyak haters sekamin banyak duit haters kok subscribe haters kok like ampe rb subscribe,netral
2541,haters ea pantatlu tebel,netral
2542,haters emang jahat begooo ora smile,netral
2543,haters emang jahat rick kami fans selalu dukung mu,netral
2544,haters emang kenal,netral
2545,haters emang punya otak goblok,netral
2546,haters emng kerjaanya ngehina orang juga manusia kamu mahamin kelakuanya mungkin youtube kaya gitu real mungkin gua pendiem,netral
2547,haters erick aku hahaha like u rick,netral
2548,haters erick banyak erick dpt lamborghini,netral
2549,haters erick blyat,netral
2550,haters erick bykan bocah ngentott fuckk gua dukungin ericko smoga suskes bro salam dari soaperss,netral
2551,haters erick itu nggak bakal jadi fans,netral
2552,haters erick pada goblok semua ya,netral
2553,haters ericko lim fans nya arap,netral
2554,haters ericko mah njing ntot,netral
2555,haters erickolim auto kaya,netral
2556,haters erico fuck fuck fuck,netral
2557,haters erik semua anak deso,netral
2558,haters erik semua anak deso,netral
2559,haters fans tunda,netral
2560,haters fans tunda,netral
2561,haters fans tunda,netral
2562,haters fans tunda,netral
2563,haters fans tunda ngikikkkkkk,netral
2564,haters fans yang tunda v,netral
2565,haters fans yg tunda,netral
2566,haters fans yg tunda v,netral
2567,haters fans yg tunda,netral
2568,haters for adsense haters for life,netral
2569,haters fuck,netral
2571,haters gblk semwa sumpah i don give a sh it,netral
2572,haters gelas peju hasil dari threesome v,netral
2573,haters goblok,netral
2574,haters goblok,netral
2575,haters goblok asw,netral
2576,haters goblok gausah dengerin bg,netral
2578,haters goblok kamu kalau ngomong masuk akal anjink dilajarin apa sma orang tua kamu aku baca masuk akal tidak ada guna,netral
2579,haters goblok lahir pakek sihir ng,netral
2580,haters gobok ngiri ama karya ericolim,netral
2581,haters gonna hate,netral
2582,haters gonna hate,netral
2583,haters gonna hate bang mangat terus lah jangan gubris,netral
2584,haters gonna hate bro,netral
2585,haters haha itu udah biasa bagi para youtuber,netral
2586,haters hanya orang berfikiran negative aja haha salam malaysia moga sukses selalu erickntl,netral
2587,haters harta harus lestari wkwkwkwkw,netral
2588,haters hasil duit wkwkwkwkw,netral
2590,haters i don t give a fuck,netral
2591,haters ibarat orang kaya,netral
2592,haters iri kali bang dasar kambingka surga goblok taubat allah swt ngelihat kamu amal kamu catat ama malaikat,netral
2593,haters iri karya kamu tod,netral
2594,haters is money v wkwkwkwk v,netral
2595,haters is tambang emas,netral
2596,haters itu adalah orang yg bikin kenal rang,netral
2597,haters itu apa wkkkk,netral
2599,haters itu guna,netral
2600,haters itu guna anjingo bro wkwkwkwk mantap rick,netral
2601,haters itu biasa aja bg erik inti tetap semngat dan kejar tuju kalo teliti lebih dlm motivasi lu lebih byk bg dri yg lain ampe saya pun jdi youtuber,netral
2602,haters itu bocil nganggu,netral
2603,haters itu di hitung dari dislike video loe,netral
2604,haters itu fans yang tunda ingat itu,netral
2605,haters itu fans yg tunda bg,netral
2606,haters itu harta yang harus lestari wkwkwkwkw,netral
