,text,sentiment
2237,cewe lo mana bang selingkuh,netral
2238,cewee lo mna ajgg ko ga ada sih rik mungkin itu pcar online ajgg apa nda ada yg mau suka sma loo,negatif
2239,cfuz channel gw bukaaaan haters okener,netral
2240,cfuz channel lu nanyaaa apaaan,netral
2241,chainel yg paling friendly banget dah pokok bagi gw ke orang nya,netral
2242,challange cukur rambut bang biar tambah ganteng wkwkwk,netral
2243,chancel best suka banget,positif
2244,chanel aku yg coment baik semua,positif
2245,chanel apa anjink g faedah hhh nya unfaedah hh,netral
2246,chanel didik banget aku cari lama ini ty,netral
2247,chanel didik d,netral
2248,chanel erick jelek nama negara agama yg bain erik kaya punya agama kaya pingin indonesia jangan buat yg faedah sebut sadar coy harum negara yang cinta jangan buat yg faedah,netral
2249,chanel familie friendly dunia woowwwwwww emenjink,netral
2250,chanel gin bilang faedah gua hibur kok ama konten yg faedah daripada yg konte cuma mobil lejen kreatif kreatif yg laen susah susah cari konten buat konten kudu kreatif eh ada yg konten cuma mobil lejen shiittt,netral
2251,chanel gk didik dan gak ada faedah nya,netral
2252,chanel hibur bukan chanel didik kalau kamu suka tonton kalau suka jangan tonton mudah aja pada banyak bacot,positif
2253,chanel hilang stress yg perna gua nontonin bahkan amper smua bang vidio kamu gua tontonk nonton biar lucu aja hahahaha,netral
2254,chanel lu hibur panutan,netral
2255,chanel lucknutt,netral
2256,chanel lucu lucu bagaimana gituu,netral
2257,chanel mantap mon yang penting gokil,positif
2258,chanel motivasi keluarga,netral
2259,chanel ngga faedah asu kontol memek jembut,negatif
2260,chanel paling bikin gua ngakak dan anti baper club cocok di putar sama keluarga wkwk,netral
2261,chanel paling family friendly duniiiiaaaaaaaaaaa d,netral
2262,chanel paporit gw mel prenlyyyy semangat rick hajarr heters anjing itu w gemetar sudah bulu ketek mu nak jijik gue bangsat,negatif
2263,chanel peler sayang yuhuuu erkontolim,negatif
2264,chanel didik sangat faedah,netral
2265,chanel sangat mendydyc,netral
2266,chanel selalu hibur karena kata kata kasar buat ketawa wkwkw,netral
2267,chanel taeeek,netral
2268,chanel baik dunia,positif
2269,chanel terkhintil dunia wkwkt,netral
2270,chanel kontol tapi bagus,netral
2271,chanel tolol mending sumbangin aja,negatif
2272,chanel yg aku cinta sangat buat inspirasi orang jadi stres,positif
2273,chanel youtube yg paling gw suka,positif
2274,chanell hilang stresss,netral
2275,chanell yt asuuu aku fans kamu bang lanjutkannnnkarakter identitas maju terus bang erico lim buat hibur saat kerja lupa beban kerja sukses,netral
2276,channal faedah kenapa banyak yg subscribe hibur,netral
2277,channel agama paling f f,netral
2278,channel agama paling family friendly duniaaaa,netral
2279,channel aku ajar santai hadap haters panutanq leh uga,netral
2280,channel aman,netral
2281,channel anjing ad faedah nya sama sekali entah knp aku sabskrep,negatif
2282,channel apa kaya gin luh semua pernah didik sama orang tua luh channel kaya gin emang harus direpport buat orang jadi ngomong kasar luh bilang luh punya akal akal luh dipake,netral
2283,channel bang eric emg isi sampah orang yg udah tau isi channelnya sampah malah tonton ngebacot sampah lebih buruk sampah,negatif
2284,channel cuman nonton ama komen doang hhhhhhh,netral
2285,channel didik broo aku nge fans bener ama erickolim aku kalau bully malah neng hahaha i like you ericko lim,netral
2286,channel didik gaess faedah gaess,netral
2287,channel didik kok bilang ada faedah wkwk d best konten erickolim d,netral
2288,channel ericko mungkin memang didik isi hibur asu kalau kamu haters hibur mending usah liat asu gua suka nonton karena hibur kontol,netral
2289,channel ericko tuh mungkin memang nggak didik tapi isi hibur asu kalo lo haters nggak hibur mending nggak usah liat asu gua suka nonton ini karena hibur kontol,netral
2290,channel erikentot memang gk faedah tapi seru aja video,netral
2291,channel faedah,netral
2292,channel faedah anjink makanya gua like subscribe channel kamu k kontol,negatif
2293,channel family friendly,netral
2294,channel favorit gua dari k subscribe sampe jt k mantap lanjut channel didik ini kawan gua slalu stay sama lu,positif
2295,channel film keren usaha apa kntl,negatif
2296,channel film keren wtf usaha itu bukan milik lu ngapain ngambil rezeki orang,positif
2297,channel gaguna,netral
2298,channel gak faedah,netral
2299,channel goblogggg ada tatakrama,netral
2300,channel gua dong lebih dari dia,netral
2301,channel hibur lucu bikin serang jantung buat positif,netral
2302,channel hibur ciee baper klo bikin gabisa klo copas bisa,netral
2303,channel hibur gk bisa ngedit gk punya otak buat konten noob,netral
2304,channel hilang stres,netral
2305,channel ini doang dah yg bikin gw hibur,netral
2306,channel ini lebih dari konten isi di tayang televisi,netral
2307,channel kamu aja hina sinetron apakabar anjing didik kagak scene kasur banyak antem banyak daerah aku anak kecil ngikutin seperti yg sinetron netijen bangsat emng haters kamu dari kubu roket itu yg gasuka youtuber yg sukses yg mau ngelewatin yg cerita astronot,negatif
2308,channel kamu baik rik aku suka aku dulu subscribe kamu smenjak subcriber kamu k,positif
2309,channel kamu bng bagus hilangin stress,positif
2310,channel kok plagiat pink guy hehehe joji ada alas kenapa toxic dll lu apa autis beneran ya gan,netral
2311,channel kok reupload,netral
2312,channel kont l,netral
2313,channel legend isi video hibur aku blg video faedah aku blg video hibur salut sama kamu ericko lim,netral
2314,channel lu emg kpnyol dan gak didik tapi gw hibur njink v,netral
2315,channel makin lama makin ngentottttaaan kalau suka simpel usah tonton,negatif
2316,channel manfaat huhh,netral
2317,channel hibur,netral
2318,channel mutu knp pd nntn anjing,negatif
2319,channel ngehibur mantap bang aku sedih gara gara ema aku marahin aku aku nonton channel kamu jadi aku cengar cengir sendiri thx bang,negatif
2320,channel njing k,netral
2321,channel paling gila paling aneh paling lucu paling guna paling ngawur i kopex kamu baik bet orang nya,positif
2322,channel paling goblok di duniaaaausik hidup org lain ajg,negatif
2323,channel paling gue tunggu tiap hari karna keluarga gua udah candu sama video lo makasih erickontol shit,negatif
2324,channel paling didik,netral
2325,channel paling didik ini fraindly family,netral
2326,channel paling pemely prenli,netral
2327,channel didik v,netral
2328,channel punya faedah yg subscribe banyak org yg hidup jelas,netral
2329,channel sampah,netral
2330,channel satu bangsa,netral
2331,channel sayang obat stres moga makin sukses bang,netral
2332,channel ter toxic gk ad yg nandingin emng ericko to lim,netral
2333,channel baik panjang masa yang nge unsub arti orang tolol,negatif
2334,channel terfamily friendly dunia dah tertawa njay,netral
2335,channel tolol,negatif
2336,channel yang paling hibur,netral
2337,chenel apa channel goblok banget kamu,netral
2338,chenel bagus kok hina,positif
2339,chenel hibur ambil yg baik nya buang tongsampah yg buruk nya anjing s brp duit kamu bego tu yg komen,negatif
2340,chenel hibur hilang stres mobangentot lucu,netral
2341,chenel kamu gkada manfaat kontol,negatif
2342,chenel ken hilang tres mantap bang erickolim karya terus,positif
2343,chenel paling guna njing dasar gug,netral
2344,chenel baik di dunia gin kok hibur,positif
2345,chennel sampah baik hapus aja chennel kamu,positif
2346,china kontol ati ati kamu ketemu jalan selip yg nujah kamu bos,negatif
2347,chisevloo yt mantap,positif
2348,chnnel paling jelas dunia,netral
2349,ciaaa bocah kontol,negatif
2350,ciduk satu satu seru bang,netral
2351,cie kak kimihime ngembelain,netral
2352,cie nge stack di jt v,netral
2353,cie sama oddy,netral
2354,cie yg baper wkwkwk laporin gih laporin,netral
2355,cieeee gblg gakk fanfest,netral
2356,cieeee yg niruin konten erpan,netral
2357,cina nerd pake kacamata,netral
2358,cinta benci mu dapet adsen tiap hati,netral
2359,cinta haters mu,positif
2360,cinta hatersmu,positif
2361,cinta kont l mu nonton kim tiap hari,negatif
2362,cinta konten luar mobel entod,negatif
2363,cinta yakult mu minum usus tiap hari,positif
2364,cinta haters mu,positif
2365,cinta haters mu,positif
2366,cinta haters mu ambil adsens tiapp hari onya v,positif
2367,cinta haters mu minum cangkul tiap hari,positif
2368,cinta haters mu panas panasin tiap hari,positif
2369,cinta hatersmu dapat adsense tiap hari tonton lu smua sadar gak sih lu smua iri tau iri arti tak mampu wkwkwkwk heters keg kontoll benci tpi di poin gan jess no limit subscribe channel gue,negatif
2370,cinta hatersmu duit bank tambah banya,positif
2371,cinta hatersmu jilat memek tiap hari,negatif
2372,cinta usus mu minum haters tiap hari v,positif
2373,cinta usus,positif
2374,cinta yakultmu minum usus tiap hari,positif
2375,cipta apakah heterszzz,netral
2376,ciri ciri orang yg iri sama reza arap dasar muka kaya babi kamu ericko lim anjing ngomongnya kontol terus dasar orang punya hati kamu,negatif
2377,cium,netral
2378,cium bau bau banyak benci dichenell kwkwkwk konten kamu bagus,netral
2379,ciyeeee haters awas lho lama ubah cinta ke ericko lim lho,positif
2380,ckckck terusin aja kak rik gausah bikin video benci hampir buta aku lihat heter comnnya geli geli bikin kontol aku diri tot terus karya gila mungkin,negatif
2381,clickbait tolol,negatif
2382,cm,netral
2383,cm,netral
2384,coba aja w ketemu haters haters nya soapers w sleding dah w baca aja kesel apalagi bang ericko,netral
2385,coba bikin video kamu ngentot sama ody peler kamu kecil,netral
2386,coba buat lagu diss benci ea qmack,negatif
2387,coba kalau kaga youtube gembel jadi kamu kontol,negatif
2388,coba kalian pause di si eric search di youtube makan jembut wkwkwkw btw jemb t nya eric lebat,netral
2389,coba kalian pilih ericko lim reza arap,netral
2390,coba cepat x wagelaseh brooo,netral
2391,coba liat mata nya,netral
2392,coba main game lah ngentot,netral
2393,coba nonton mli dulu deh yg atta,netral
2394,coba sekali aja buat konten yg banyak heters lu minta bang biar mereka kaget bkn cuman haters yg kaget fans lu jga pasti syok k mikir tolol,negatif
2395,coba unsub rame rame bagaimana reaksi si erikontol,negatif
2396,cod kenzhibernessa,netral
2397,cok omong lu bener anjing v,negatif
2398,cok muslim mana woy cok muslim,netral
2399,cokil kuy,netral
2400,colab sama titis dewa qory gore ajak dia mkn jembad sekali si jadi ya ga lewat memek keluar bg lewat anus kali ya kayak pantat muka v,netral
2401,coli ae mending kamu haha,netral
2402,coli aja bang,netral
2403,coli bareng bang,netral
2404,coli lu ric,netral
2405,coli yuk,netral
2406,collab ama miawaug dong bang,netral
2407,collab sama qory,netral
2408,collab sama qorygore coba haha,netral
2409,collab sama qorygore dong bang,netral
2410,collab sama qorygore rick,netral
2411,collab sama reza arap,netral
2412,collabs sama babang gore sabi nih wkwkwk,netral
2413,collabs sama qorygore bangg wokwok,netral
2414,coly hari brapa kali,netral
2415,come on dora,netral
2416,coment coment nya orang orang tololl yang sirik sama sukses lu bang ericko lim haha dasar anak tololl kontol anjing semua yang coment nya gituh,negatif
2417,coment hate bgtuan pasti para dukung wowo yg otak nya kayak coment hate kontol tolol lo semua ajg ambil baik ppk itu hanya hibur baperan bgt ngtd,negatif
2418,coment ke tod,netral
2419,comment baik bukan biasa tidak,positif
2420,comment hate buat orang yang iri sama lo,netral
2421,comment hatersnya pedes semua bgst wkwkwk serasa makan geprek lv,netral
2422,comment hatter buat lebih baik kapan,positif
2423,comment para kontol di baca v,negatif
2424,comment pertama aku pernah liat njir kan kamu rik,netral
2425,commentnya gk hate tpi toxic toxic adalah sahabat indonesia v,netral
2426,commentnya tolol tolol tu bocah bocah kontol,negatif
2427,content ini ajar kita bahwa haters ada guna nya,netral
2428,content suka aku haters mah bisa bacot jelas mungkin haters tau bukan era dulu pokok aku suka channel agama terfamily friendly ini,negatif
2429,contentlu slalu ngehibur apa topik maju terus bang jan dilemesin,netral
2430,contoh komenan yg cermin org agama,netral
2431,cringe cringe v,netral
2432,crown gaming opo cok,netral
2433,cuk kontol kamu gede yah g penting aku tetap pada aja erick biar erick banyak duit wooo,negatif
2434,cukup bikin batas umur yg boleh nntn aja rik,netral
2435,cukup ngakak ngakak kali cukup ngakak bang gw tau hatters tu hasil duit tp,netral
2436,cukup paten,netral
2437,cukup tolol cukup wkwkwk,negatif
2438,cuma chanel kamu yg buat tertawa dosa jariyah buat,netral
2439,cuma channel aku jadi tambah goblok wkkwkw,netral
2440,cuma channel ini klo nonton perlu make headset wkwkwk,netral
2441,cuma di indonesia org ken bnyk haters,netral
2442,cuma hibur kontol kamu suka usah mampir kesini goblok save erikontolim,netral
2443,cuma ilmu dunia yg aku ajar erick,netral
2444,cuma internet personality asli ini dia baik sekali anjing,netral
2445,cuma nanya kenal ngomong bangsat sama anjing lebih mutu yang kenal gara gara makan jembut ups maaf,negatif
2446,cuman channel hibur anggap serius ama orang ckckckck,netral
2447,cuman di sini haters jdi duit v,netral
2448,cuman ngasih tau sama lu kontol,negatif
2449,cuman orang yang nonton vidio lo gak sampe abis atau nonton vidio lo cuman beberapa doang yg jadi hatters ericolim jadi blm tau batul karakter eric kayak gimana asli soal youtube rewind turut aku itu adalah suatu karya besar ericolim dkk sa bahaya masa hal se simple ini anda tidak tau atau apakah benar di belakang layar anda bajing juga,netral
2450,cuman soapers doang yang nonton iklan erickontl,netral
2451,cuwekin aja bayangin aja setan,netral
2452,cuyyu saran aku iklan jangan tampilin,netral
2453,cyper cie ngegad,netral
2454,cyper gimana nemuinny,netral
2455,d,netral
2456,d alam kubur msh pinter aja kakek,netral
2457,d bang kalo gak lo buat chenal dual aaja bang yang ini meyebar vidio lo yang ngoomong kasar chenal satu ya yang faedah dari gua soluasi ya namabah subscribe,negatif
2458,d g a f jadi diri elo sendiri konten elu sangat ngehibur be a smart viewers aj jangan cuma comment negative channel orang dasar hatter punya malu,netral
2459,d video am real life itu beda boy,netral
2460,dadi prayoga untung gua toxic cuma kolom komen chanel bangsat aja anjing gua asli orang bijak wkwkw biar si eriko rasa salah bikin orang jadi toxic salam toxic kontol,negatif
2461,dafuq,netral
2462,dagel,netral
2463,dah gue click x tombol subcribe nya bro,netral
2464,dah gw subsribe,netral
2465,dah tau chanel bego tonton aja,netral
2466,dah triggered wkwkwk tapi gw tetep suka gaya lo bg asik banget,positif
2467,damn my nigga ngakak aing wkwkwk,netral
2468,damnntol kau chanel yt terfamily friendly i love u erik kontol lim no limit pros kontollos,negatif
2469,dan jangan lupa coli pake counter pain,netral
2470,dan jangan lupa subscribe channel saya kamu perlu ingat kalau aku ini dulunya selingkuh kamu kan,netral
2471,dan mulai detik ini para haters muncul bully bang eric gak jelas agar di baca coment nya terus di upload di youtbe nya bang eric kok ngakak sama haters ya yg baik mana yg engga ericko karya apa ada juga real ga munafik main setting an,positif
2472,dan padahal gua subscribers erick lama dari dia main pb yang ketemu cit gabisa ke kick,netral
2473,dan sata hibur,netral
2474,danang gaming liat aja ee dia yang ngetik dikomenannya makanya jangan tinggal nonton ga ada kuota ya,netral
2475,daniel halim,netral
2476,daniel halim goblokk,netral
2477,dapet apa nih ajg nonton pertama,netral
2478,dapet duit banyak tapi banyak heaters mending hapus channel trus singkronnya dapet duit banyak heaters sama hapus channel mana ajg tolol tanpa asah lagi k ya wajib,negatif
2479,dapet iklan detik pas aku pencet skip aku emg haters sejati kamu bang,netral
2480,dapet konten haters gud,netral
2481,dapet pacar victoria xd malah gk se toxic dulu bang,netral
2482,darawet anjing dawett,negatif
2483,darel davin bacot jing,netral
2484,dari dulu baru pertama kali ini gw baca komen komennya di chanel ini,netral
2485,dari dulu heathers sama follower lu gak ada beda nya anjing balik maen pb sama lol lagi ric,negatif
2486,dari nama nya aja udh liat kok lim,netral
2487,dari pada bacod mending mampir ke channel saya hehe,netral
2488,dari pada lu baca komen haters mending lu liat banci tailand bacol rik,netral
2489,dari pada lu ngadepin hatters,netral
2490,dari semangat awal nya jadi sedih akhir,negatif
2491,dari semua yg lu bacain lihat bahwa ga satu komen nya bobot dan nampak idiot tu org pada yg ngehinalu otivasi bang hhe gw tau lu itu orang baik,netral
2492,daripada bacain komen haters,netral
2493,dark content,netral
2494,dark noire emg agama ericko lim apa kalau tau,netral
2495,dasar anak haram,netral
2496,dasar anak lacur mamak lo lacur jalan mana,netral
2497,dasar bangsat,negatif
2498,dasar benci ngentot,negatif
2499,dasar bocah kalau erick upload vidio ambil yang manfaat nya aja anjink kalau ada yang bilang kasar ga usah di dengenrin bangsat,negatif
2500,dasar bocah kontolll aduhhhore manusia sama toxic,negatif
2501,dasar erickntl liat ericko melet gitu wkwk,netral
2502,dasar gblk kamu ngebully tapi kamu like video subscribe sumpah tlol kali cukup tlol tlol kali udan rambutny pirang in lg donk jd lbh bagus,positif
2503,dasar haters banyak bacot bisa apa aarna iri gabisa jdi jelek kamu,negatif
2504,dasar haters goblok,netral
2505,dasar haters goblok kalian yg ngebully erick kalian hina erick kalian yg benci mw dibully mw hina tolol sekali gua dukung erick,negatif
2506,dasar haters haters kontol bilang mati aja kamu kamu aja sono dasar bch bch kontol entot memek anak haram,negatif
2507,dasar haters haters kontolls jangan hirau manusia yang ngomong kgak jelas,negatif
2508,dasar haters haters tolol ngatain ericko tapi lo nonton konten dia bego anjink,negatif
2509,dasar haters kontol berisik kalian smua,negatif
2510,dasar haters kontoll,negatif
2511,dasar haters otak tai babi,netral
2512,dasar haters tolol hahahaha,negatif
2513,dasar hatter v,netral
2514,dasar heters gblk braninya cuma dari medsos doang,netral
2515,dasar idiot,netral
2516,dasar kamu anak manusia,netral
2517,dasar kontol,negatif
2518,dasar kontol kau bg,negatif
2519,dasar kucing kamu erick alat kelamin lelaki hewan kak empat yg suka mengonggong kamu dasar piggy kamu,positif
2520,dasar makan jembot,netral
2521,dasar makan jembut,netral
2522,dasar netihen maha kontol,negatif
2523,dasar netijen bar bar bisa hina karya kaga,netral
2524,dasar penyembh jembut assu,netral
2525,dasar sampah kamu erick kontol,negatif
2526,dasar umat goblok koment pedes lo ke si ericko lim itu gk ngaruh ke hidup bodo jadi ya inti lo ank gk guna tolol hehe,netral
2527,dasar utus teroria,netral
2528,dasar utus teroris,netral
2529,dasar yg komen jahat kaum pantat tipis upgrade pantat sana,netral
2530,dasssaar haters haterrrs laknat miskinn bajingannnn cuma bisa ngomong di sosmed memek konnntoll nih hatters hatters miskin idioot konntoll mati aja kaliaannn hatttterss konntol,netral
2531,daylen goblok anjing,negatif
2532,daylen warpath,netral
2533,daylen x warpath,netral
2534,daypath tuh wkwkwkk,netral
2535,deadpool nya indonesia,netral
2536,dear ericko,netral
2537,dear ericko lim,netral
2538,dear haters inget boyy ericko lim kamu bakal dewasa,netral
2539,dear haters suka gausah nonton anjing,netral
2540,dear haters usah nonton channel ericko lim usaha buat hibur orang so please stop bully noob bitch i like ericko lim,netral
2541,dear hatters kelean bilang ericko gpunya otak apa,netral
2542,dear hatters maknye erickontol kagak ngilu nglahirin die pling jijik doang goblok wkwkwkk kontol bajing tp benar dia di dunia nyata adalah orang yg sama aja first time gua komen lo moga baca lu mau dengerin saran gua yabagus kalo engga yakontol,netral
2543,dear mr ro,netral
2544,dede gaming wkwkw kek nembak cwe ga lewat sosmed ae wkwkw a lu bang,netral
2545,deidora the exploder haha subs baru harap maklum gan,netral
2546,deketin cwe ansos gmn coy,netral
2547,demen yang hate comment tolol murni beri tuhan wkwk this channel bring us happiness right btw if this channel give us negative thing we can decline it right just for fun,negatif
2548,dengan diss komen emg bisa ngubah orang gabisalah anjengggg semua juga punya hak masing mau gimana aja hak lu apa emamg ngelarang larang orang semua orang beda beda makanya jgn cuma di analis orang itu tp kenal lah sampe tai nya bg udh kaya raja aja lu pada ngurus hidup org ky yg udah paling perfect aja,negatif
2549,dengar abang ini ngomong jadi ke ingat omong guru gue kalo lo mau jadi usaha ngapain lo sekolah ngntd,netral
2550,dengerin kalau suka usah nonton anjing hahahahaah,netral
2551,depan kamera dan personal itu beda coy dia memang hobi buat video kaya tai tapi hibur tp personal beda banget dari apa yg kalian pikir,netral
2552,depok mana mas,netral
2553,detik gua ngakak v,netral
2554,dgn konten lu hidup gw sedikit warna v,positif
2555,dhdh hanjur,netral
2556,dhea gomez wkwkwk emang jelek kim hime,negatif
2557,di bacain comentnya ada liat vidio hahaa,netral
2558,di cepetin x kayak dj,netral
2559,di chanel ini kalian yang sok suci jangan nonton please untuk org yang kotor ky gw wajib nonton,negatif
2560,di channel ini toxic is wonderfull v kalo gak suka mah jangan ke channel paling familyfriendly v,positif
2561,di dalam hati mereka pasti triak seperti ini,netral
2562,di deket goggle play button itu muka siapa sih,netral
2563,di hujat di bully malah di jdiin motifasi lah ini baru di sindir ae delet chenel bgst,netral
2564,di hujat tambah kaya,netral
2565,di jalur yang benar,netral
2566,di kocak udah tau yg subs eric banyak bocahhhh,netral
2567,di menit daylen bukan tuh hahaing bro,netral
2568,di menit dia kata seperti itu karena ini kan channel didik harus didik dan mutu bukan balik simpang antara didik dan sesat,netral
2569,di menit wkwkw ama alucar yang viscont,netral
2570,di paksain banget anjg menit memek pantek gua enttot ibuk kau,netral
2571,di paksain menit kontol ong bang yang tuju like,negatif
2572,di sini ad haters yg nonton yah v,netral
2573,di sini kok komentar komentar bagus semua ya bingung gua,positif
2574,di sosmed aja bang yg berani ngehina kamu kalau ketemu minta foto,netral
2575,di tampar jamil hanafi aja di gpp,netral
2576,di thumbnail heaters cenel,netral
2577,di tunggu botakkkkk nya jess aja udh botak masa lu blom rik,netral
2578,di video ini dpt simpul bahwa orang yang sikap tidak waras lebih bahagia daripada yang sikap waras,positif
2579,di video ini jujur gk ada iklan yg gua skip anjing,netral
2580,di video video lu kaga pernah ada yang nama give away,netral
2581,di vidio haters nya semua goblog anjg,netral
2582,dia bukan para soapers anjing makanya dia bacot doang,negatif
2583,dia canda dia kenal jessnolimit,netral
2584,dia cuma plagiat pink guy,netral
2585,dia emang janji,netral
2586,dia gk tahu apa apa tentang lu bang jfi dia itu sok tahu,netral
2587,dia kakak bowo tok tok,netral
2588,dia ngomong kotor dia jelek biarin napa turun cuma buat hibur kok g lu suka salam soapers ngentodd,negatif
2589,dia tu ganteng tapi goblok,netral
2590,dia udah buat lu pada aja ga nyadar lagu hypocrite buat siapa hahaha,netral
2591,dibacotin haters di kata katain jadiin adsense ajaa v,netral
2592,dibacotin neng,netral
2593,bawa ngupi l aja bang,netral
2594,belakang erickolim di lemari belah kiri itu golden play button bukan,netral
2595,bunuh kakashi,netral
2596,dickyahm mampus lu wkwk,netral
2597,didik banged yutub chenel ni buat aku jadi anak kontol bagus,netral
2598,die haters little bitch,netral
2599,diemin aja anak hasil condom bocor yang nge diss lo rick semangat terus buat konten yang faedah,netral
2600,diemin aja bang mereka juga kalo ketemu minta foto njing,netral
2601,dih bocah,netral
2602,dih eyesnya pas story kea beraer gitu mua konten bang erico lim,netral
2603,dih fans cihuahua awokaowakoak,netral
2604,dih kontol kamu chanel mending unsub,negatif
2605,dihh bocah anjinggg kamu aja ada sperma sok rad anjing gat dah ye rik moga moga banyak rezeki tambah banyak subscribers kamu biar nyusul channel ok semangat,negatif
2606,dikacangin hhmm,netral
2607,dikit dikit suruh hapus,netral
2608,kubur ada konter y mbah v,netral
2609,dil pross v,netral
2610,liat dari muka dan komen lu kayak lu ini jaga warnet ya yg online terus,netral
2611,mas oktovan,netral
2612,dimaz gaming jangan gp lah mending full hd,netral
2613,menit itu orang gk ngerti soapers goblok,netral
2614,dingin gtuu,netral
2615,dirty drama lagi dong kontol,negatif
2616,disconnect free baca komentar belum lu komen botol gblk mereka ketawa karna teliti gk kek lu ajg,netral
2617,disconnect free baca sampai habis botol,netral
2618,disconnect free mana ada gblk,netral
2619,sini lu minta subribe ngemis tapi di chanell bang atta lu malah minta unsubcribe jadi mau lo apa kontol,negatif
2620,sini masih afa soapers seti mana suara soapers,netral
2621,dislike,netral
2622,dislike aja coi doa gabutuh ngelike koment kya gin,netral
2623,dislike ke,netral
2624,dislike ke yg rewaind selesai kasih gue ipad bang buat main pubgm,netral
2625,dislike pertaama bos like dah gk jaman,netral
2626,diss hater,netral
2627,diss haters rick,netral
2628,diss mantap njiiiiir ontolim pro,negatif
2629,distrack tidak selesai masalah,netral
2630,disubribe kok beli tolol tolol yg coment gitu mukalo kontol njing wkwkwk,negatif
2631,tonton boleh,netral
2632,tonton like dan komentar,netral
2633,tonton likenya rb bangsat,negatif
2634,tunggu desember,netral
2635,tunggu konten ericko pinkguy lim lu rick,netral
2636,tunggu ytr nyaaaaaa,netral
2637,djancok,netral
2638,dlu w fans sama kamu gmail gua ku subscribe chanel kamu kelauan mu gin oke lah unsub lah kecewa,negatif
2639,dm w dong nih ig w dar haidarrrr,netral
2640,do human cake plizzzz,netral
2641,do more of what makes you happyone bring you down fuck all that negative shit about you,netral
2642,doain aku tahun depan ikut yt rewind amin emu caption kamu yg lgi curhat ntuh aku dpat motivasi kontol thanks erick kontol limun aku fans kamu sejak video kamu video yg didik aku prcaya stiap prbuatan ada hikmah lah kontol haters ericko itu seperti kontol kadal zimbabwe baca rick komen aku aku doain jt subscribe taun depan taun jga gapapa kalau brhasil jt subscribe cukur jembut livestream,negatif
2643,doi anak baik full logic tidak nyusahin orang karakter identitas maju terus bang erico lim buat hibur saat kerja lupa beban kerja sukses,positif
2644,doktrin chanel tolol bocah,negatif
2645,domak tingting josssssssss,netral
2646,doms dee ghost buster,netral
2647,don t give up rik,netral
2648,don t give upa ngatain lo jadi cringe lo gak hasil lo cuma maluin,positif
2649,don t judge a people by his video,netral
2650,dong,netral
2651,dong jangan ngejek ericko kasihan coba kalian ejek kaya pasti sedih memang pernah bilang suscriber haters baca komment dia bilang kasar kalian,negatif
2652,donk kurang puas,positif
2653,dont judge cover by its book,netral
2654,dosa lo mana la yah ngomong lo jorok trus emak bapak lo gk ngajarin yg bener napa,netral
2655,double tap subscribe,netral
2656,drama kamu anjing terima caci kok ngegas,negatif
2657,draw life lah masak jt subscribe kagak draw life,netral
2658,draw my life bang,netral
2659,draw my life donk bang,netral
2660,draw my life rick yg lama gambar komputer gajelas kontol isi bucin doang,negatif
2661,drawmylife,netral
2662,dri pertama gw nonton ngakak ajr memek ngilu,netral
2663,du unsub gak papa kita masih subscribe kok,netral
2664,dua,netral
2665,dua tiga tutup botol mungka lo kek kontol,negatif
2666,duh haters nonton mayan kan nambah view dapet adsense,netral
2667,dukung el mana,netral
2668,dukung eric cuy,netral
2669,dukung erick kolim,netral
2670,dukung erickontlim rsis tvfilthyfrank,netral
2671,dukung mu n,netral
2672,dukung si toxic pd bangga sama makan tai papa dl makan tai wkwkkwk fuck kaya gin bnyak subscribe ny,netral
2673,dulu ada durasi video menit,netral
2674,dulu ane subsr lau semenjak kamu makan jemboet auto unsub jijik sumpah liat bego,netral
2675,dulu beda klo skrng udh gjls cuman toxic gjls,netral
2676,dulu gua haters elo semua ubah negara k nt l serang,netral
2677,dulu terahir gue liat subs nya cmn rb sekarang udh juta v good job bang bangke,netral
2678,dulunya macam tai mulai jilat pantat gua cinta,positif
2679,dulunya ngehate auto baik,positif
2680,durex v,netral
2681,dwp,netral
2682,dwp avaan bang,netral
2683,dylan naks saint indo kok di undang youtube rewind,netral
2684,e,netral
2685,e,netral
2686,e tinggal,netral
2687,e kintol,netral
2688,e suka banget konten didik begini,positif
2689,ea,netral
2690,ea bujang gua suka toxic lu lim tapi ingat jangan terlalu banyak toxic juga oke kontool,negatif
2691,ea first,netral
2692,ea ganteng bang,netral
2693,eaaa haters gg,netral
2694,eaaaahh,netral
2695,eaak,netral
2696,ect ericontol,netral
2697,edit kaya erpan,netral
2698,edit video ne bagus anak esdeh ngedit tiktok,positif
2699,edit elu mantap kontoru l,negatif
2700,edit legend lu rick edit masa jadi pink guy wkwkwk,netral
2701,edit lu slalu anjay yang ngakak pas muka si daylen mirip warpath anjing,negatif
2702,edit nya bagus bgt anjir,negatif
2703,edit mantull njingg gg,netral
2704,edit ngikutin erpan wkwl,netral
2705,editanya pros,netral
2706,edit mirip erpan,netral
2707,eee ngentot,netral
