,text,sentiment
1415,chanel paling family friendly duniiiiaaaaaaaaaaa d,positif
1416,chanel pendidikan sangat berfaedah,positif
1417,chanel sangat mendydyc,positif
1418,chanel selalu hibur karena kata kata kasar buat ketawa wkwkw,positif
1419,chanel taeeek,positif
1420,chanel terkhintil didunia wkwkt,positif
1421,chanel terkontol tapi bagus,negatif
1422,chanell hilang stresss,positif
1423,chanell yt asuuu aku fans kamu bang lanjutkannnnkarakter identitas maju terus bang erico lim buat hibur saat kerja lupa beban kerja sukses,positif
1424,channal faedah kenapa banyak yg subscribe hibur,positif
1425,channel agama paling f f,positif
1426,channel agama paling family friendly duniaaaa,positif
1427,channel aku ajar santai hadap haters panutanq leh uga,positif
1428,channel aman,positif
1429,channel apa kaya gin luh semua pernah didik sama orang tua luh channel kaya gin emang harus direpport buat orang jadi ngomong kasar luh bilang luh punya akal akal luh dipake,positif
1430,channel cuman nonton ama komen doang hhhhhhh,positif
1431,channel didik broo aku nge fans bener ama erickolim aku kalau bully malah neng hahaha i like you ericko lim,positif
1432,channel didik gaess faedah gaess,positif
1433,channel didik kok bilang ada faedah wkwk d best konten erickolim d,positif
1434,channel ericko tuh mungkin memang nggak mendidik tapi isinya menghibur asu kalo lo haters nggak terhibur mending nggak usah liat asu gua suka nonton ini karena menghibur kontol,negatif
1435,channel erikentot memang gk berfaedah tapi seru aja videonya,negatif
1436,channel faedah,positif
1437,channel family friendly,positif
1438,channel gaguna,positif
1439,channel gak berfaedah,positif
1440,channel goblogggg ada tatakrama,positif
1441,channel gua dong lebih dari dia,positif
1442,channel hibur lucu bikin serang jantung buat positif,positif
1443,channel hiburan ciee baper klo bikin gabisa klo copas bisa,positif
1444,channel hiburan gk bisa ngedit gk punya otak buat konten noob,negatif
1445,channel hilang stres,positif
1446,channel ini doang dah yg bikin gw kehibur,positif
1447,channel ini lebih dari konten isi di tayangan televisi,positif
1448,channel kok plagiat pink guy hehehe joji ada alasan kenapa toxic dll lu apaan autis beneran ya gan,negatif
1449,channel kok reupload ,positif
1450,channel kont l,positif
1451,channel legend isi video hibur aku blg video faedah aku blg video hibur salut sama kamu ericko lim,positif
1452,channel lu emg kpnyol dan gak mendidik tapi gw terhibur njink v,negatif
1453,channel manfaat huhh,positif
1454,channel menghibur,positif
1455,channel njing k,positif
1456,channel paling mendidik ,positif
1457,channel paling mendidik ini fraindly family,positif
1458,channel paling pemely prenli,positif
1459,channel pendidikan v,positif
1460,channel punya faedah yg subscribe banyak org yg hidup jelas,positif
1461,channel sampah,negatif
1462,channel satu bangsa,positif
1463,channel sayang obat stres moga makin sukses bang,positif
1464,channel ter toxic gk ad yg nandingin emng ericko to lim,positif
1465,channel terfamily friendly dunia dah tertawa njay,positif
1466,channel yang paling menghibur,positif
1467,chenel apa channel goblok banget kamu,negatif
1468,chenel hibur hilang stres mobangentot lucu,positif
1469,chenel paling guna njing dasar gug,positif
1470,chnnel paling jelas dunia,positif
1471,ciduk satu satu seru bang,positif
1472,cie kak kimihime ngembelain,positif
1473,cie nge stack di jt v,positif
1474,cie sama oddy,positif
1475,cie yg baper wkwkwk laporin gih laporin,positif
1476,cieeee gblg gakk fanfest,positif
1477,cieeee yg niruin konten erpan,positif
1478,cina nerd pake kacamata,positif
1479,cinta benci mu dapet adsen tiap hati,positif
1480,cipta apakah heterszzz,positif
1481,cium,positif
1482,cium bau bau banyak benci dichenell kwkwkwk konten kamu bagus,positif
1483,cm,positif
1484,coba aja w ketemu haters haters nya soapers w sleding dah w baca aja kesel apalagi bang ericko,positif
1485,coba kalian pilih ericko lim reza arap,positif
1486,coba kecepatan x wagelaseh brooo,positif
1487,coba liat mata nya,positif
1488,coba main game lah ngentot ,negatif
1489,coba nonton mli dulu deh yg atta,positif
1490,cod kenzhibernessa,positif
1491,coki muslimnya mana woy coki muslim,positif
1492,cokil kuy,positif
1493,colab sama titisan dewa qory gore ajak dia mkn jembad sekalian si jadi ya ga lewat memek keluarnya bg lewat anus kali ya kayak pantat mukanya v,negatif
1494,coli ae mending kamu haha,positif
1495,coli aja bang,positif
1496,coli bareng bang,positif
1497,coli lu ric,positif
1498,coli yuk,positif
1499,collab ama miawaug dong bang,positif
1500,collab sama qory,positif
1501,collab sama qorygore coba haha,positif
1502,collab sama qorygore dong bang,positif
1503,collab sama qorygore rick,positif
1504,collab sama reza arap,positif
1505,collabs sama babang gore sabi nih wkwkwk,positif
1506,collabs sama qorygore bangg wokwok,positif
1507,coly sehari brapa kali,positif
1508,come on dora,positif
1509,coment ke tod,positif
1510,comment hate buat orang yang iri sama lo,positif
1511,comment hatersnya pedes semua bgst wkwkwk serasa makan geprek lv,positif
1512,comment pertama aku pernah liat njir kan kamu rik,positif
1513,commentnya gk hate tpi toxic toxic adalah persahabatan indonesia v,positif
1514,content ini mengajarkan kita bahwa haters ada guna nya,positif
1515,contentlu slalu ngehibur apa topik maju terus bang jan dilemesin,positif
1516,contoh komenan yg mencerminkan org beragama,positif
1517,cringe cringe v,positif
1518,crown gaming opo cok,positif
1519,cukup bikin batasan umur yg boleh nntn aja rik,positif
1520,cukup ngakak ngakak kali cukup ngakak bang gw tau hatters tu penghasil duit tp,positif
1521,cukup paten,positif
1522,cuma chanel kamu yg buat tertawa dosa jariyah buat,negatif
1523,cuma channel aku jadi tambah goblok wkkwkw,negatif
1524,cuma channel ini klo nonton perlu make headset wkwkwk,positif
1525,cuma di indonesia org pengen bnyk haters,positif
1526,cuma ilmu dunia yg aku ajar erick,positif
1527,cuman channel hibur anggap serius ama orang ckckckck,positif
1528,cuman di sini haters jdi duit v,positif
1529,cuman orang yang nonton vidio lo gak sampe abis atau nonton vidio lo cuman beberapa doang yg jadi hatters ericolim jadi blm tau batul karakter eric kayak gimana aslinya soal youtube rewind menurut aku itu adalah suatu karya terbesar ericolim dkk sa bahaya masa hal se simple ini anda tidak tau atau apakah benar di belakang layar anda bajingan juga ,negatif
1530,cuman soapers doang yang nonton iklan erickontl,positif
1531,cuyyu saran aku iklan jangan tampilin,positif
1532,cyper cie ngegad,positif
1533,cyper gimana nemuinny,positif
1534,d,positif
1535,d alam kubur msh pinter aja kakek,positif
1536,d g a f jadi diri elo sendiri konten elu sangat ngehibur be a smart viewers aj jangan cuma comment negative channel orang dasar hatter punya malu,positif
1537,d video am real life itu beda boy ,positif
1538,dafuq,positif
1539,dagel,positif
1540,dah gue click x tombol subcribe nya bro,positif
1541,dah gw subsribe ,positif
1542,damn my nigga ngakak aing wkwkwk,positif
1543,dan jangan lupa coli pake counter pain,positif
1544,dan jangan lupa subscribe channel saya kamu perlu ingat kalau aku ini dulunya selingkuhannya kamu kan,positif
1545,dan padahal gua subscribers erick lama dari dia main pb yang ketemu cit gabisa ke kick,positif
1546,dan sata terhibur,positif
1547,danang gaming liat aja ee dia yang ngetik dikomenannya makanya jangan ketinggalan nonton ga ada kuota ya,positif
1548,daniel halim ,positif
1549,daniel halim goblokk,positif
1550,dapet apa nih ajg nonton pertama,positif
1551,dapet iklan detik pas aku pencet skip aku emg haters sejati kamu bang,positif
1552,dapet konten haters gud,positif
1553,dapet pacar victoria xd malah gk se toxic dulu bang,positif
1554,dari dulu baru pertama kali ini gw baca komen komennya di chanel ini,positif
1555,dari nama nya aja udh keliatan kok lim,positif
1556,dari pada bacod mending mampir ke channel saya hehe,positif
1557,dari pada lu ngadepin hatters ,positif
1558,dari semua yg lu bacain kelihatan bahwa ga satupun komen nya berbobot dan nampak idiotnya tu org pada yg ngehinalu otivasi bang hhe gw tau lu itu orang baik,positif
1559,daripada bacain komen haters ,positif
1560,dark content,positif
1561,dark noire emg agama ericko lim apa kalau tau,positif
1562,dasar anak haram,positif
1563,dasar anak pelacur mamak lo pelacur jalanan mana,positif
1564,dasar erickntl liat ericko melet gitu wkwk,positif
1565,dasar haters goblok,negatif
1566,dasar hatter v,positif
1567,dasar heters gblk braninya cuma dari medsos doang,positif
1568,dasar kamu anak manusia,positif
1569,dasar makan jembot,positif
1570,dasar netijen bar bar bisa hina karya kaga,negatif
1571,dasar umat goblok koment pedes lo ke si ericko lim itu gk ngaruh ke kehidupannya bodo jadi ya intinya lo ank gk guna tolol hehe,negatif
1572,dasar utus teroria,positif
1573,dasar utus teroris,positif
1574,dasssaar haters haterrrs laknat miskinn bajingannnn cuma bisa ngomong di sosmed mememek konnntoll nih hatters hatters miskin idioot konntoll mati aja kaliaannn hatttterss konntol,negatif
1575,daylen warpath,positif
1576,daylen x warpath,positif
1577,daypath tuh wkwkwkk,positif
1578,deadpool nya indonesia,positif
1579,dear ericko,positif
1580,dear ericko lim ,positif
1581,dear haters inget boyy ericko lim kamu bakal dewasa,positif
1582,dear hatters kelean bilang ericko gpunya otak apa,positif
1583,dear hatters maknye erickontol kagak ngilu nglahirin die pling jijik doang goblok wkwkwkk kontol bajingan tp sebenarnya dia di dunia nyata adalah orang yg sama aja first time gua komen lo semoga dibaca lu mau dengerin saran gua yabagus kalo engga yakontol,negatif
1584,dear mr ro,positif
1585,dede gaming wkwkw kek nembak cwe ga lewat sosmed ae wkwkw a lu bang,positif
1586,deidora the exploder haha subs baru harap maklum gan,positif
1587,deketin cwe ansos gmn coy,positif
1588,dengar abang ini ngomong jadi ke ingat omongan guru gue kalo lo mau jadi pengusaha ngapain lo sekolah ngntd,positif
1589,depan kamera dan personal itu beda coy dia memang hobi buat video kaya tai tapi menghibur tp personalnya beda banget dari apa yg kalian pikir,negatif
1590,depok mana mas,positif
1591,detik gua ngakak v,positif
1592,dhdh hanjur,positif
1593,di bacain comentnya ada liat vidio hahaa,positif
1594,di cepetin x kayak dj,positif
1595,di dalam hati mereka pasti triak seperti ini,positif
1596,di deket goggle play button itu muka siapa sih,positif
1597,di hujat di bully malah di jdiin motifasi lah ini baru di sindir ae delet chenel bgst,positif
1598,di hujat tambah kaya,positif
1599,di jalur yang benar,positif
1600,di kocak udah tau yg subs eric kebanyakan bocahhhh,positif
1601,di menit daylen bukan tuh hahaing bro,positif
1602,di menit dia berkata seperti itu karena ini kan channel pendidikan harus mendidik dan bermutu bukan sebaliknya menyimpang antara mendidik dan menyesatkan,positif
1603,di menit wkwkw ama alucar yang viscont,positif
1604,di paksain banget anjg menit  memek pantek gua enttot ibuk kau,negatif
1605,di sini ad haters yg nonton yah v,positif
1606,di sosmed aja bang yg berani ngehina kamu kalau ketemu minta foto,positif
1607,di tampar jamil hanafi aja di gpp,positif
1608,di thumbnail heaters cenel ,positif
1609,di tunggu botakkkkk nya jess aja udh botak masa lu blom rik,negatif
1610,di video video lu kaga pernah ada yang namanya give away,positif
1611,di vidio haters nya semua goblog anjg,positif
1612,dia canda dia kenal jessnolimit,positif
1613,dia cuma plagiat pink guy,positif
1614,dia emang janji,positif
1615,dia gk tahu apa apa tentang lu bang jfi dia itu sok tahu,positif
1616,dia kakak bowo tok tok,positif
1617,dia tu ganteng tapi goblok,negatif
1618,dia udah buat lu pada aja ga nyadar lagu hypocrite buat siapa hahaha,positif
1619,dibacotin haters di kata katain jadiin adsense ajaa v,positif
1620,dibacotin seneng,positif
1621,dibawa ngupi l aja bang,positif
1622,dibelakang erickolim di lemari disebelah kiri itu golden play button bukan,positif
1623,dibunuh kakashi,positif
1624,die haters little bitch,positif
1625,diemin aja anak hasil condom bocor yang nge diss lo rick semangat terus buat konten yang berfaedah,positif
1626,diemin aja bang mereka juga kalo ketemu minta foto njing,positif
1627,dih bocah,positif
1628,dih eyesnya pas story kea beraer gitu mua konten bang erico lim,positif
1629,dih fans cihuahua awokaowakoak,positif
1630,dikacangin hhmm,positif
1631,dikit dikit suruh hapus,positif
1632,dikuburan ada konter y mbah v,positif
1633,dilan pross v,positif
1634,diliat dari muka dan komen lu kayaknya lu ini penjaga warnet ya yg online terus,positif
1635,dimas oktovan ,positif
1636,dimaz gaming jangan gp lah mendingan full hd,positif
1637,dimenit itu orang gk ngerti soapers goblok,negatif
1638,dingin gtuu,positif
1639,disconnect free baca komentar sebelum lu komen botol gblk mereka ketawa karna teliti gk kek lu ajg,positif
1640,disconnect free baca sampai habis botol,positif
1641,disconnect free mana ada gblk,positif
1642,disini masih afa soapers setian mana suara soapers,positif
1643,dislike,positif
1644,dislike aja coi doa gabutuh ngelike koment kya gini,positif
1645,dislike ke ,positif
1646,dislike ke yg rewaind selesai kasih gue ipad bang buat main pubgm,positif
1647,dislike pertaama bos like dah gk jaman,positif
1648,diss hater,positif
1649,diss haters rick,positif
1650,distrack tidak menyelesaikan masalah,positif
1651,ditonton boleh,positif
1652,ditonton like dan komentar,positif
1653,ditunggu desember,positif
1654,ditunggu konten ericko pinkguy lim lu rick,positif
1655,ditunggu ytr nyaaaaaa,positif
1656,djancok ,positif
1657,dm w dong nih ig w dar haidarrrr,positif
1658,do human cake plizzzz,positif
1659,do more of what makes you happyone bring you down fuck all that negative shit about you,positif
1660,domak tingting josssssssss,positif
1661,doms dee ghost buster,positif
1662,don t give up rik,positif
1663,don t judge a people by his video,positif
1664,dong,positif
1665,dont judge cover by its book,positif
1666,dosa lo semana la yah ngomong lo jorok trus emak bapak lo gk ngajarin yg bener napa,negatif
1667,double tap subscribe,positif
1668,draw life lah masak jt subscribe kagak draw life,positif
1669,draw my life bang,positif
1670,draw my life donk bang,positif
1671,drawmylife,positif
1672,du unsub gak papa kita masih subscribe kok,positif
1673,dua,positif
1674,duh haters nonton mayan kan nambah view dapet adsense,positif
1675,dukung el mana,positif
1676,dukung eric cuy,positif
1677,dukung erick kolim,positif
1678,dukung erickontlim rsis tvfilthyfrank,positif
1679,dukung mu n,positif
1680,dulu ada durasi videonya menit,positif
1681,dulu beda klo skrng udh gjls cuman toxic gjls,positif
1682,dulu gua haters elo semua ubah negara k nt l serang,positif
1683,dulu terahir gue liat subs nya cmn rb sekarang udh sejuta v good job bang bangke,positif
1684,durex v,positif
1685,dwp,positif
1686,dwp avaan bang,positif
1687,dylan naks saint indo kok di undang youtube rewind ,positif
1688,e,positif
1689,e ketinggalan,positif
1690,e kintol,positif
1691,ea,positif
1692,ea first,positif
1693,ea ganteng bang,positif
1694,eaaa haters gg,positif
1695,eaaaahh,positif
1696,eaak,positif
1697,ect ericontol,positif
1698,edit kaya erpan,positif
1699,editan legend lu rick editan masa jadi pink guy wkwkwk,positif
1700,editannya mantull njingg gg,positif
1701,editannya ngikutin erpan wkwl,positif
1702,editanya pros,positif
1703,editnya mirip erpan,positif
1704,eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeerrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrriiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiicccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccckkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo lim ganteng,positif
1705,eeeh khontol ,positif
1706,eehhh maaf ya gais tadi aku keliatan memeq,positif
1707,efek banyak main sabun otak nya penuh peju,positif
1708,eh ada albert,positif
1709,eh bang aku ajar toxic kamu aku dimaharin guru,positif
1710,eh bg buat konten kocak lah biar tertawa nantonya pek sendiri,positif
1711,eh bocah btw gw juga bocah tapi gw bukan soapers,negatif
1712,eh ericontole kata bapa gua kaga ngmng jorok ajggg,positif
1713,eh erikontol video kamu keren cuk ntai aja yg haters pd bocah ngentod smua,positif
1714,eh kntol gw sub lo dari ribu subs anjeng give away ke gua nyet,positif
1715,eh kontil suara kamu kalah ama bg music beli mic lah,positif
1716,eh lu mabuk ya wowkwkwk suara lu berubah,positif
1717,eh ngegas haters,positif
1718,eh ngent t bisa ga gaada backsound suara teriak tot gua make headset njing kaget gua bgsd,positif
1719,eh ngentod pin comment gw,positif
1720,eh nyet react lagu wikwikwik yg ada adegan ngeuenya dong,positif
1721,eh rik ,positif
1722,eh rik mending intro nya kiamat channel keluarga,positif
1723,eh sorry ya gays aku tadi keliatan memek,negatif
1724,eh sorry ya guys tadi netizen kelihatan memekerus buat channel baru lagi namanya kontoru,positif
1725,ehh buat haters jangan bully ericko lim karna malah tambah kaya aja begoo,positif
1726,ehh lim lumandi giihh kutu kamu ngeselin koontoll,positif
1727,ehk ericmemek gwa dukung lu truss tod,positif
1728,ei ericko,positif
1729,eit cukz gw lupa gak usah lu counter attack komen hate gw ,positif
1730,eke soapking nya mananih intro dulu wkwkwkwk,positif
1731,el banyak haterss haaaaa,positif
1732,elisa ecklund yah kaka,positif
1733,elo cuma bisa ngentot aj ,negatif
1734,elo toxic soapers juga toxic biar komen gw lu baca wkwkwk,positif
1735,elshen nathanael siapa,positif
1736,elu kok ngegad si ngomongnya bngsd,positif
1737,elu lagi jing kaga bosen bikin jam,positif
1738,elu triak cuma buat ngobatin malu nyampah uang laki kamu lbih rendah lacur yg subscribe bocah anjink semua,positif
1739,elu yg ngehate gua yg kaya yaaa,positif
1740,email haters lu ajak ke yt rewind t cool reading haters comments ick dan gw kemaren ke gbk andddd kata pak satpam nya gw nanya halo pak selamat siang kata nya di sini ada acara yutuprewind yak pak ohh iya bro tapi dah abis bro acara nya gw cape ke gbk dan acara ytrwn nya abis jadi gw janji rick kalo ketemu luh gw bakal nampar luh sekenceng nya tenanga gw dan salam kenal dari gw bro erick ramadan see you motherfucker,negatif
1741,emang bener toxic nii erickocontoll v,positif
1742,emang bisa skip,positif
1743,emang channel ny bang ericko ga semuanya medidik ,positif
1744,emang channel toxic ni,positif
1745,emang ganteng arap si wkwkw,positif
1746,emang gilak ni orang,positif
1747,emang haters gblk ada otak,positif
1748,emang kamu pntez hate rick lebih rendah sampah,negatif
1749,emang lo bau sampah njir,negatif
1750,emang patas dihate kok,positif
1751,emang pertamakali aku nonton yt kirik pas lagu susu kental manis sumpah aku hati channel apa kesini krg toxic masih aja,positif
1752,emang qory bau ya,positif
1753,emang si rapstronot kesel gara gara raja hapus channel,positif
1754,emang tidak jijik apa liat muka macam biji karat wkwkkw,positif
1755,emangbanglugantengguajugaampepengenketemuamaabang,positif
1756,emank ada v,positif
1757,emg ganteng kok,positif
1758,emg gila ni orang kapan masuk rsj,negatif
1759,emg gua aj yg bilang erikolim mirif sama anak sule rizki febian,positif
1760,emg haters g tau diri biarin aja,positif
1761,emg konten kamu toxic bg sumpah kontenlu ngehibur sekali,positif
1762,emng harus goblok,negatif
1763,emng kamu tuhan wkwkjw,positif
1764,emng lu doang upmood gw rick kyaa ,positif
1765,emng pantes luuu buka project youtube rewind ad pntes nya,positif
1766,emosinya udh klimaks wkwkwkwkwk,positif
1767,enak dapat haters supaya tambah adsande,positif
1768,enak ni channel,positif
1769,enakan erik yg dulu beda klo skrng udh gjls cuman toxic gjls,positif
1770,engga mampan haters lawan lu bang kwkwkwkw,positif
1771,enkaneka,positif
1772,entah ada edit hitzeed,positif
1773,entah saat semua orang benci sama kamu aku malah suka gaya kamu bang boommmm njinkk lmayan ngilangin stress mungkin guna channel awkwkw,positif
1774,ente jg bocah ngapain sampe sini toddd,positif
1775,er bang semua itu tergantung lingkungan dan orang tua lingkungan dia kalo kek jembut yah anaknya pada kek jembuttttt,negatif
1776,era globalisasi erickolim ahli ips,positif
1777,era modernisasi bang bukan globalisasi sedikit benar jadi channel didik,positif
1778,eri coli m kpn buat vidio tetntang free fire bangsad utekmu pubg terus su,positif
1779,eric bully adsense,positif
1780,eric contol,positif
1781,eric emg k nt l dia gemesin makanya aku subscribe channelnya,positif
1782,eric ganteng,positif
1783,eric hapus cenel ,positif
1784,eric makin banyak haters makin kaya lol,positif
1785,eric toxic pas rec aja asli nya org nya sopan,positif
1786,eric ywan,positif
1787,erick abang lu apa tuhan lu,positif
1788,erick aku support kamu zanpe matj,positif
1789,erick apa arap ,positif
1790,erick arap saudara wkwkwkwk,positif
1791,erick banyak haters malah makin tajir goblog wkwkwkwk,positif
1792,erick belom jd soapking kampanggg,positif
1793,erick di hina apapun juga slow aja kontol haters  udah tau gasuka masih juga nonton sekarang yg bego elo haters kontoLan orang disana mungkin tidak pernah terbayangkan mendapatkan uang sebesar juta rupiah untuk dibelanjakan saya mr money saya akan berjalan kemana arah mata angin berjalan untuk mencari siapakah yg beruntung mendapatkan uang sebesar juta rupiah dari saya dalam uang kaget,negatif
1794,erick diet dong kamu agak mirip sama anak sule eaak,positif
1795,erick gak beragama,positif
1796,erick ganteng arap mah bibir item wkwk haters bikin erick kaya aowkk,positif
1797,erick ganteng kok,positif
1798,erick ganteng tapi gw cowo v,negatif
1799,erick goblog,positif
1800,erick gua fans kamu wkwkwkwk,positif
1801,erick gua gak hinaya gue lihat perutlu agak gemuk pasti kont lmu kecilkan jujur,positif
1802,erick hatenya banyak si erick tahan,positif
1803,erick is ganteng,positif
1804,erick jaqun kamu g liat anja,positif
1805,erick jembod di bully tambah kaya wkwkwk,positif
1806,erick jt subs coli beneran katanya lu soapking,positif
1807,erick kalau toxic bukan erick,positif
1808,erick kata kata mutiara save,positif
1809,erick kena bait auto triggered,positif
1810,erick ko eluh muka mirip kontoooooollllll,positif
1811,erick ko tol,positif
1812,erick kon no limits,positif
1813,erick lim sma kim hime aku fans karena serasi kalau pacarang,positif
1814,erick mirip main bola adam alis bhayangkara fc,positif
1815,erick old back,positif
1816,erick old is back mantabb,positif
1817,erick pacar yuk toket aku d lohh,positif
1818,erick pantat nya udah tebel sma komen macam itu ,negatif
1819,erick rajin upload biar balik modal dri youtube rewind wkwk,positif
1820,erick real life beda sama erick di depan kamera haters only know he name but not he life ,positif
1821,erick sama reza bagus erick tolol dasar hater kntl beda nya erick sma arap erick kalo serius itu bijak sedangkan arap kntl,negatif
1822,erick satanis,positif
1823,erick sok karena doi punya duit donggg kga kek lu,positif
1824,erick tau caranya bikin haters tambah panas kebakaran jenggot ,positif
1825,erick tobat,positif
1826,erick triggered,positif
1827,erick upload vidio haters banyak bacod yhaaaaa,positif
1828,erick x kim hime,positif
1829,erickcokli m gua fans kamu anjink sih main semarang gua sambut buah durian manteb,positif
1830,erickentooooood,positif
1831,erickkk,positif
1832,erickkolim ganteng,positif
1833,ericko,positif
1834,ericko aku minta tidak kalau aku mau minta kamu kalau jt subscribe makan nasi goreng pake cicak sama ludah kamu,positif
1835,ericko aku toxic haha,positif
1836,ericko asli nya,positif
1837,ericko bangkaii,positif
1838,ericko duet sama bowo tuju like kowko,positif
1839,ericko emang jago,positif
1840,ericko ganteng,positif
1841,ericko gara ngikuti gaya bicara kamu gua jadi tenar sekolah gua sekolah panggil sama temen gua anak murid ericko,positif
1842,ericko halilintar hahahhaha,positif
1843,ericko jossss,positif
1844,ericko kalau rambutny cepak mirip rizky febian,positif
1845,ericko lim,positif
1846,ericko lim ,positif
1847,ericko lim ajig lu seru  walaupun konten unfaedah tpi ngehibur rik penghibur lk v di sini bukan buat kaum pantat tipis wkkwkw welcome to internet kids lu gk kasih makan trus orang harus tampil kek apa yang lu mau gitu mikir wkkwkwk kenal juga gk goblok,negatif
1848,ericko lim asli nya se toxic yg kamu pikir,positif
1849,ericko lim banyak haters kok si haters nonton anjeeeng gobloggg gituuu,positif
1850,ericko lim berbicara ,positif
1851,ericko lim bukan kaleng kaleng gama dia,positif
1852,ericko lim coba dong bikin video tanpa toxic ,positif
1853,ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko lim ericko limerickoericko,positif
1854,ericko lim for president,positif
1855,ericko lim gak punya otak,positif
1856,ericko lim ganteng panutan aing,positif
1857,ericko lim hmm,positif
1858,ericko lim ikut ikutan perasaan ni channel udah lama,positif
1859,ericko lim is the bestin haters rick,positif
1860,ericko lim jadi motivator termuda wkwkwk,positif
1861,ericko lim jangan jadiin gwe panutan atau idola kalian tapi jadiin gwe sebagai hiburan buat kalian ,negatif
1862,ericko lim joker ,positif
1863,ericko lim just uploaded a vidio ,positif
1864,ericko lim king,positif
1865,ericko lim ku kli ini bijak sangad,positif
1866,ericko lim makan jembut this is haram bukan golongan kami tobat ericko lim mumpung masih ada waktu,negatif
1867,ericko lim memang idaman wanita,positif
1868,ericko lim ngemis subscribe,positif
1869,ericko lim no limit pros come back,positif
1870,ericko lim no limit pros wkkwkw asuu asuuu d,positif
1871,ericko lim no limit pross,positif
1872,ericko lim no limit pross is back,positif
1873,ericko lim oppa no limit pros souw liong liow gamerz gaming v,positif
1874,ericko lim panutan,positif
1875,ericko lim panutan q,positif
1876,ericko lim pross udak soapers,positif
1877,ericko lim sama arap lebih bertahan ericko lim,positif
1878,ericko lim tai sekarang mendingan dulu gw rindu pas subscribernya masih kan,negatif
1879,ericko lim the best,positif
1880,ericko lim toxic is comeback,positif
1881,ericko lim ulu intronya,positif
1882,ericko lim yg sebarnya itu tak seperti apa yang kalian pikirkan ,positif
1883,ericko lim you are fucking king gak usah peduli hatershit yaa keep toxic,positif
1884,ericko limat nama bukan haters goblok,negatif
1885,ericko limit pros,positif
1886,ericko limited edition,positif
1887,ericko lu bikin gua ngakak liat tinggkah lo toxic lbay wkwkwkwk,positif
1888,ericko mahh imut and ganteng sekali,positif
1889,ericko no limit pros,positif
1890,ericko no limit pros gaming is back,positif
1891,ericko no limit pros intro the best,positif
1892,ericko no limit pros wkwkwkwkwkwkwkwkwkw,positif
1893,ericko no limit pross adsense for life mhankk,positif
1894,ericko no limit prosss is back madafakah v,positif
1895,ericko orang paling sabar di indonesia ajg,positif
1896,ericko terbaik yng komen jelek tolol,negatif
1897,ericko tetap hati,positif
1898,ericko the best youtuber,positif
1899,ericko the real king,positif
1900,erickolim,positif
1901,erickolim beli subscribe terus yg king of youtube indonesia gmna broo,positif
1902,erickolim gilaaaaa,positif
1903,erickolim itu gk goblok tapi dia itu orang pinter pura pura goblok,negatif
1904,erickolim kok kaya artis korea,positif
1905,erickolim lo orang apa,positif
1906,erickolim main game lagiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,positif
